sex,age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass_Non-Private,workclass_Private,marital-status_Married,marital-status_Non-Married,occupation_Managerial-Specialist,occupation_Other,relationship_Husband,relationship_Non-Husband,race_Non-White,race_White,native-country_Non-US,native-country_US
1,39,113151,13,0,0,55,0,1,1,0,0,1,1,0,0,1,0,1
1,44,282192,12,0,0,60,0,1,1,0,1,0,1,0,1,0,0,1
1,53,206288,13,0,0,35,1,0,1,0,0,1,1,0,1,0,1,0
1,48,115585,13,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
0,45,384627,14,2580,0,18,1,0,1,0,1,0,0,1,0,1,0,1
1,66,179951,13,0,0,70,1,0,1,0,1,0,1,0,0,1,0,1
1,42,201522,13,0,0,60,1,0,1,0,0,1,1,0,0,1,0,1
1,42,47012,13,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
0,44,19914,9,0,0,50,0,1,1,0,0,1,0,1,1,0,1,0
1,31,190401,14,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
0,38,199346,10,0,0,45,1,0,1,0,1,0,0,1,0,1,0,1
1,40,301007,13,0,0,60,1,0,1,0,1,0,1,0,0,1,0,1
0,53,166386,13,0,0,40,0,1,1,0,1,0,0,1,1,0,1,0
1,36,84306,13,5013,0,50,0,1,1,0,1,0,1,0,0,1,0,1
1,35,215323,13,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
0,53,260106,15,0,0,50,1,0,0,1,1,0,0,1,0,1,0,1
1,50,158284,10,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
1,31,187689,13,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
1,46,245724,13,3818,0,44,0,1,1,0,1,0,1,0,0,1,0,1
1,41,98823,13,0,0,50,1,0,1,0,1,0,1,0,0,1,0,1
0,58,294313,10,0,0,55,1,0,1,0,1,0,0,1,1,0,0,1
1,55,141877,13,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
1,42,194636,13,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
1,47,287480,14,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
1,51,169719,10,0,0,38,0,1,1,0,1,0,1,0,0,1,0,1
1,47,134671,10,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
1,36,170842,14,0,0,35,0,1,1,0,1,0,1,0,0,1,0,1
1,65,99359,15,1086,0,60,1,0,0,1,1,0,0,1,0,1,0,1
1,32,199227,13,0,0,55,1,0,1,0,1,0,1,0,0,1,0,1
1,43,405601,10,0,0,60,1,0,1,0,1,0,1,0,0,1,0,1
1,41,73199,13,0,0,40,1,0,1,0,1,0,1,0,1,0,0,1
1,42,116493,13,0,0,52,1,0,1,0,0,1,1,0,0,1,0,1
1,67,105252,10,7978,0,35,0,1,0,1,1,0,0,1,0,1,0,1
1,44,56651,13,0,0,52,1,0,1,0,1,0,1,0,0,1,0,1
0,57,158077,13,0,0,40,0,1,1,0,0,1,0,1,0,1,0,1
1,36,233955,13,0,0,40,1,0,1,0,1,0,1,0,1,0,0,1
1,58,238438,10,0,0,42,0,1,1,0,1,0,1,0,0,1,0,1
1,50,95949,13,0,0,50,1,0,1,0,0,1,1,0,0,1,0,1
1,39,327164,14,0,0,45,1,0,1,0,1,0,1,0,0,1,0,1
1,39,372130,14,5013,0,56,1,0,1,0,1,0,1,0,1,0,0,1
1,48,227714,13,0,0,60,0,1,1,0,0,1,1,0,0,1,0,1
1,49,242987,13,0,0,40,0,1,1,0,1,0,1,0,0,1,1,0
1,40,101593,13,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
1,42,201495,13,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
1,31,337505,15,0,0,40,0,1,1,0,1,0,1,0,1,0,1,0
1,42,268183,13,0,1485,60,0,1,1,0,1,0,1,0,0,1,0,1
1,43,243380,10,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
1,52,289804,13,0,0,40,1,0,1,0,1,0,1,0,1,0,0,1
1,59,91384,13,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
1,60,141580,14,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
1,45,191098,13,0,0,40,0,1,1,0,1,0,1,0,1,0,1,0
0,42,340148,10,0,0,40,1,0,1,0,1,0,0,1,0,1,0,1
1,42,98061,11,0,0,50,1,0,1,0,1,0,1,0,0,1,0,1
1,44,107584,14,3908,0,50,0,1,1,0,1,0,1,0,0,1,0,1
1,56,134286,10,0,0,45,0,1,1,0,1,0,1,0,0,1,0,1
1,45,120724,14,4386,0,40,0,1,1,0,1,0,1,0,0,1,0,1
0,63,170529,13,0,0,45,0,1,1,0,0,1,0,1,1,0,0,1
1,53,385183,10,0,0,60,1,0,1,0,0,1,1,0,0,1,0,1
0,38,187983,15,0,0,40,0,1,1,0,0,1,0,1,0,1,0,1
1,45,40666,13,0,0,40,0,1,1,0,1,0,1,0,0,1,1,0
1,30,34574,14,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
1,34,377850,10,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
1,47,243631,13,0,0,40,1,0,1,0,1,0,1,0,1,0,1,0
0,40,193385,15,0,0,40,0,1,1,0,1,0,0,1,1,0,1,0
1,28,51461,14,0,0,60,0,1,1,0,1,0,1,0,0,1,0,1
1,33,117186,13,0,0,45,0,1,1,0,1,0,1,0,0,1,0,1
0,43,89636,13,0,0,60,1,0,1,0,0,1,0,1,1,0,1,0
1,53,549341,13,0,0,35,1,0,1,0,1,0,1,0,1,0,0,1
1,42,90693,13,0,0,70,1,0,1,0,1,0,1,0,0,1,0,1
1,42,154374,13,0,0,58,0,1,1,0,0,1,1,0,0,1,0,1
1,41,120277,13,0,0,40,1,0,1,0,1,0,1,0,0,1,1,0
1,40,228659,12,0,0,60,0,1,1,0,0,1,1,0,0,1,0,1
1,50,221495,13,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
1,37,254202,13,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
1,68,535762,10,0,1844,10,0,1,1,0,1,0,1,0,0,1,0,1
1,61,232719,14,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
1,31,238002,13,0,0,55,0,1,1,0,0,1,1,0,0,1,1,0
1,35,31023,13,0,0,45,0,1,1,0,0,1,1,0,0,1,0,1
1,36,153205,13,0,0,45,0,1,1,0,1,0,1,0,1,0,1,0
1,37,282461,10,0,0,60,1,0,1,0,1,0,1,0,0,1,0,1
1,49,175622,14,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
1,55,103948,11,0,0,60,1,0,1,0,1,0,1,0,0,1,0,1
1,38,297767,14,0,0,40,0,1,1,0,1,0,1,0,1,0,0,1
1,54,96062,13,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
1,64,211222,13,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
1,35,233533,13,0,0,42,0,1,1,0,0,1,1,0,0,1,0,1
0,60,165792,14,0,0,8,1,0,1,0,1,0,0,1,0,1,0,1
1,33,79580,13,0,0,40,1,0,1,0,1,0,1,0,1,0,0,1
1,28,141350,13,0,0,45,0,1,1,0,1,0,1,0,0,1,0,1
1,52,172962,13,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
1,42,220647,13,0,0,45,1,0,1,0,0,1,1,0,0,1,0,1
1,32,45604,13,0,0,70,1,0,1,0,0,1,1,0,0,1,0,1
0,44,175943,13,0,0,20,0,1,1,0,1,0,0,1,0,1,0,1
1,42,185764,10,0,0,60,0,1,1,0,1,0,1,0,0,1,0,1
1,29,127892,13,0,0,45,0,1,1,0,0,1,1,0,0,1,0,1
1,55,173422,10,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
1,55,136819,13,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
0,59,333270,14,0,0,35,0,1,1,0,0,1,0,1,1,0,1,0
0,30,100734,13,0,0,38,0,1,1,0,1,0,0,1,0,1,0,1
1,28,328949,15,0,0,60,0,1,1,0,1,0,1,0,0,1,0,1
1,38,278403,13,0,0,48,0,1,1,0,1,0,1,0,0,1,0,1
1,33,144064,13,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
1,36,167440,10,0,0,44,0,1,1,0,1,0,1,0,0,1,0,1
0,47,247676,14,5455,0,45,1,0,0,1,1,0,0,1,0,1,0,1
1,35,282951,13,0,0,70,0,1,1,0,1,0,1,0,0,1,0,1
0,56,147653,10,0,0,50,0,1,1,0,1,0,0,1,0,1,0,1
0,42,204033,13,0,0,35,1,0,1,0,1,0,0,1,0,1,0,1
1,32,176998,13,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
1,42,173938,13,0,0,40,0,1,1,0,0,1,1,0,0,1,1,0
1,33,192256,13,0,0,50,1,0,1,0,0,1,1,0,0,1,0,1
1,50,38795,13,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
1,44,56651,12,0,0,42,0,1,1,0,1,0,1,0,0,1,0,1
1,35,174597,13,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
1,46,102388,12,0,0,60,1,0,1,0,1,0,1,0,0,1,0,1
1,39,53926,13,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
1,40,243580,13,0,0,48,1,0,1,0,1,0,1,0,0,1,0,1
1,45,168038,13,0,0,32,0,1,1,0,1,0,1,0,0,1,0,1
1,48,148549,12,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
1,48,248059,13,5013,0,45,0,1,1,0,1,0,1,0,0,1,0,1
1,34,80058,15,0,0,50,0,1,0,1,1,0,0,1,0,1,0,1
1,38,200352,13,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
0,32,235109,13,0,0,40,1,0,1,0,1,0,0,1,0,1,0,1
1,54,197184,13,0,0,38,1,0,1,0,1,0,1,0,0,1,0,1
0,43,154785,13,0,0,80,1,0,1,0,1,0,0,1,1,0,1,0
1,55,255364,10,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
0,61,176671,14,0,0,30,1,0,1,0,1,0,0,1,0,1,0,1
1,45,120121,13,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
1,42,206066,14,0,0,65,1,0,1,0,1,0,1,0,0,1,0,1
1,47,269620,10,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
1,51,199688,10,0,0,45,0,1,1,0,1,0,1,0,0,1,0,1
1,44,101593,13,0,0,60,0,1,1,0,0,1,1,0,0,1,0,1
1,37,143368,16,0,0,60,1,0,1,0,1,0,1,0,0,1,0,1
0,39,119421,13,0,0,42,1,0,1,0,1,0,0,1,0,1,0,1
1,42,294431,14,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
1,37,38948,13,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
0,44,164678,14,0,0,45,0,1,1,0,1,0,0,1,0,1,0,1
1,33,250804,13,0,0,50,0,1,1,0,1,0,1,0,0,1,1,0
1,51,78631,10,0,0,60,1,0,1,0,1,0,1,0,1,0,0,1
1,57,31532,13,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
0,43,195212,13,0,0,40,0,1,1,0,1,0,0,1,1,0,0,1
1,67,40021,16,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
1,33,175502,13,0,0,60,1,0,1,0,1,0,1,0,0,1,0,1
0,52,230095,10,0,0,40,1,0,1,0,1,0,0,1,0,1,0,1
1,38,152621,13,0,0,99,1,0,1,0,0,1,1,0,0,1,0,1
1,40,156526,13,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
1,47,192776,13,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
1,47,148549,13,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
1,41,146659,13,0,0,70,0,1,1,0,1,0,1,0,0,1,0,1
1,36,74791,13,0,0,60,0,1,1,0,0,1,0,1,0,1,0,1
1,48,233802,14,0,0,45,0,1,1,0,1,0,1,0,1,0,0,1
1,48,107231,13,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
1,39,82540,10,0,0,60,0,1,1,0,1,0,1,0,0,1,0,1
1,32,140092,13,0,0,55,0,1,1,0,1,0,1,0,0,1,0,1
1,34,30673,14,0,0,55,0,1,1,0,1,0,1,0,0,1,0,1
1,43,188436,14,5013,0,45,1,0,1,0,1,0,1,0,0,1,0,1
1,33,96245,12,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
1,50,104849,15,0,0,40,1,0,1,0,1,0,1,0,1,0,1,0
1,47,149366,13,0,0,40,0,1,1,0,1,0,1,0,0,1,1,0
1,46,343579,13,0,0,77,0,1,1,0,0,1,1,0,0,1,0,1
1,54,94055,13,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
1,41,111232,10,0,0,50,1,0,1,0,1,0,1,0,0,1,0,1
0,43,95634,13,0,0,45,0,1,1,0,0,1,0,1,1,0,0,1
0,52,111722,10,0,0,72,1,0,1,0,1,0,0,1,0,1,0,1
1,62,181014,13,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
1,31,298871,16,0,0,40,0,1,1,0,1,0,1,0,1,0,1,0
0,53,135643,13,0,0,50,1,0,1,0,1,0,0,1,1,0,1,0
1,42,326083,11,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
0,38,498411,10,0,0,40,1,0,1,0,1,0,0,1,0,1,0,1
1,50,99316,11,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
1,46,168796,13,0,0,55,1,0,1,0,0,1,1,0,0,1,0,1
1,55,133201,14,0,0,50,1,0,1,0,1,0,1,0,0,1,0,1
1,44,210525,13,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
1,38,176101,13,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
1,66,97847,13,0,0,50,1,0,1,0,0,1,1,0,0,1,0,1
1,53,88506,13,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
1,59,69884,15,0,0,50,0,1,0,1,1,0,0,1,0,1,0,1
1,28,188278,13,0,0,55,1,0,1,0,0,1,1,0,0,1,0,1
1,49,165229,11,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
0,52,200853,14,6849,0,60,0,1,0,1,1,0,0,1,0,1,0,1
1,44,127592,13,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
1,38,181721,13,0,0,40,1,0,1,0,1,0,1,0,1,0,0,1
1,43,33126,10,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
1,57,149168,10,0,0,55,1,0,1,0,1,0,1,0,0,1,0,1
1,52,51048,13,0,0,55,1,0,1,0,0,1,1,0,0,1,0,1
1,42,204817,13,0,0,35,0,1,1,0,0,1,1,0,1,0,0,1
0,38,22494,10,7443,0,40,0,1,0,1,1,0,0,1,0,1,0,1
1,40,32627,14,0,0,60,0,1,1,0,1,0,1,0,0,1,0,1
1,53,117847,12,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
1,70,379819,10,10566,0,40,1,0,1,0,0,1,1,0,0,1,0,1
1,42,328581,14,0,0,55,1,0,1,0,1,0,1,0,0,1,0,1
1,39,139057,15,0,0,38,0,1,1,0,1,0,1,0,1,0,1,0
1,41,110562,13,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
1,32,195447,13,0,0,45,1,0,1,0,0,1,1,0,0,1,0,1
1,49,189792,14,0,0,60,0,1,1,0,1,0,1,0,0,1,0,1
1,41,173682,14,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
1,63,52750,13,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
1,34,84154,13,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
1,50,302372,13,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
1,38,180342,13,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
1,36,290560,10,0,0,45,0,1,1,0,1,0,1,0,0,1,0,1
1,53,103586,13,0,0,55,0,1,1,0,0,1,1,0,0,1,0,1
1,59,186308,14,0,0,50,1,0,1,0,1,0,1,0,0,1,0,1
1,37,193855,9,0,1902,50,0,1,1,0,0,1,1,0,0,1,0,1
1,56,265518,10,0,0,45,0,1,1,0,1,0,1,0,0,1,0,1
1,49,164200,10,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
1,59,178660,12,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
0,34,212064,9,7443,0,35,0,1,0,1,1,0,0,1,0,1,0,1
1,31,34572,13,0,0,55,0,1,1,0,0,1,1,0,0,1,0,1
1,32,168387,14,0,0,50,1,0,1,0,1,0,1,0,0,1,0,1
1,52,392502,13,0,0,60,1,0,1,0,1,0,1,0,0,1,0,1
0,36,187983,13,0,0,40,0,1,1,0,1,0,0,1,0,1,0,1
1,51,207449,13,0,0,55,0,1,1,0,1,0,1,0,0,1,0,1
1,29,95471,13,0,0,55,1,0,1,0,1,0,1,0,0,1,0,1
1,40,421837,10,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
1,40,104892,13,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
1,22,32950,10,0,1902,37,1,0,1,0,0,1,1,0,0,1,0,1
1,45,199058,13,0,0,48,0,1,1,0,1,0,1,0,0,1,0,1
1,29,289991,14,0,0,50,1,0,1,0,1,0,1,0,0,1,0,1
1,45,249935,13,0,0,60,0,1,1,0,0,1,1,0,0,1,0,1
1,43,220647,13,0,2377,50,1,0,1,0,0,1,1,0,0,1,0,1
0,61,32423,9,22040,0,40,1,0,1,0,0,1,0,1,0,1,0,1
1,48,265477,12,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
1,37,48779,13,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
1,64,195366,13,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
0,40,110622,15,0,0,40,0,1,1,0,1,0,0,1,1,0,1,0
1,59,182062,13,5013,0,40,0,1,1,0,1,0,1,0,0,1,0,1
1,45,192053,13,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
1,46,123598,13,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
0,36,34173,13,0,0,20,0,1,1,0,1,0,0,1,0,1,0,1
0,30,127875,13,0,0,40,0,1,1,0,1,0,0,1,0,1,0,1
1,31,356689,13,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
1,50,219420,16,0,0,64,1,0,0,1,0,1,0,1,0,1,0,1
1,63,83043,13,0,2179,45,1,0,1,0,0,1,1,0,0,1,0,1
1,45,338105,13,0,0,40,0,1,1,0,1,0,1,0,1,0,1,0
0,41,106982,13,0,0,52,1,0,1,0,1,0,0,1,0,1,0,1
1,41,253060,15,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
0,43,171754,12,0,0,40,0,1,1,0,1,0,0,1,1,0,0,1
1,57,73051,13,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
1,50,197189,14,0,0,60,0,1,1,0,0,1,1,0,0,1,0,1
0,62,190873,13,0,0,40,0,1,1,0,0,1,0,1,0,1,0,1
1,47,194590,13,0,0,44,1,0,1,0,0,1,1,0,0,1,0,1
1,40,150533,13,0,0,40,1,0,1,0,1,0,0,1,0,1,0,1
1,28,204074,14,0,0,48,0,1,1,0,1,0,1,0,0,1,0,1
1,54,128378,14,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
1,44,98211,13,0,0,55,0,1,1,0,0,1,1,0,0,1,0,1
1,39,342448,13,0,0,45,0,1,1,0,1,0,1,0,0,1,0,1
1,33,206609,13,0,0,45,0,1,1,0,1,0,1,0,0,1,0,1
1,33,361280,16,0,0,40,0,1,1,0,0,1,1,0,1,0,1,0
1,54,386773,10,0,0,60,1,0,1,0,1,0,1,0,0,1,0,1
1,39,190023,13,0,0,60,1,0,1,0,0,1,1,0,0,1,0,1
1,47,255934,10,0,0,80,1,0,1,0,1,0,1,0,0,1,0,1
1,38,140583,14,0,0,70,1,0,1,0,0,1,1,0,0,1,0,1
1,67,345236,13,0,0,55,1,0,1,0,1,0,1,0,0,1,0,1
1,47,209460,10,0,1485,47,0,1,1,0,0,1,1,0,0,1,0,1
1,56,170287,13,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
1,62,173601,13,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
1,43,247752,14,0,0,60,1,0,1,0,0,1,1,0,0,1,0,1
1,50,140516,13,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
1,45,127948,13,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
1,39,352248,12,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
1,31,167319,13,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
1,46,394860,13,0,0,38,1,0,1,0,1,0,1,0,0,1,0,1
1,45,178341,14,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
1,31,162572,13,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
1,60,230165,13,0,0,40,0,1,1,0,0,1,1,0,1,0,0,1
1,41,195096,13,0,0,50,1,0,1,0,1,0,1,0,0,1,0,1
1,44,202692,14,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
1,51,136708,9,3103,0,84,1,0,1,0,0,1,1,0,1,0,1,0
1,28,294936,13,0,0,45,0,1,1,0,1,0,1,0,0,1,0,1
1,34,245378,13,0,0,45,0,1,1,0,1,0,1,0,0,1,0,1
1,38,227154,13,0,0,40,1,0,1,0,0,1,1,0,1,0,1,0
1,43,190020,15,0,0,60,1,0,1,0,1,0,1,0,0,1,0,1
1,38,320451,14,0,0,40,0,1,1,0,1,0,1,0,1,0,0,1
1,31,178615,13,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
1,32,31740,14,0,0,40,0,1,1,0,1,0,1,0,1,0,1,0
1,52,63004,14,0,0,40,1,0,1,0,1,0,1,0,1,0,1,0
1,35,292185,13,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
1,39,401832,10,0,0,48,0,1,1,0,1,0,1,0,0,1,0,1
1,36,269722,14,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
1,31,129775,13,0,0,65,0,1,1,0,0,1,1,0,0,1,0,1
1,46,187505,14,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
1,47,48195,13,0,0,72,1,0,1,0,1,0,1,0,0,1,0,1
0,41,110556,14,0,0,40,1,0,1,0,1,0,0,1,1,0,0,1
1,32,253354,14,0,0,50,1,0,1,0,1,0,1,0,0,1,0,1
1,35,334291,13,0,0,45,0,1,1,0,1,0,1,0,0,1,0,1
1,41,32185,13,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
1,46,256014,11,0,0,60,1,0,1,0,1,0,1,0,0,1,0,1
1,56,105363,13,4508,0,40,0,1,1,0,1,0,1,0,0,1,0,1
1,48,67725,13,0,0,45,0,1,1,0,0,1,1,0,0,1,0,1
0,44,202466,10,0,0,60,0,1,1,0,1,0,0,1,0,1,0,1
1,41,173651,12,0,0,99,0,1,1,0,1,0,1,0,0,1,0,1
1,39,280570,13,0,0,45,0,1,1,0,1,0,1,0,0,1,0,1
