age,fnlwgt,education-num,sex,capital-gain,capital-loss,hours-per-week,workclass_Non-Private,workclass_Private,marital-status_Married,marital-status_Non-Married,occupation_Managerial-Specialist,occupation_Other,relationship_Husband,relationship_Non-Husband,race_Non-White,race_White,native-country_Non-US,native-country_US
35,223514,13,0,0,0,40,0,1,1,0,1,0,0,1,1,0,0,1
68,338432,9,1,0,0,50,1,0,1,0,0,1,1,0,0,1,0,1
41,132551,14,0,0,0,35,1,0,0,1,1,0,0,1,0,1,0,1
49,171301,9,0,0,0,40,0,1,1,0,1,0,0,1,1,0,0,1
41,176663,9,0,0,0,40,1,0,1,0,1,0,0,1,0,1,0,1
45,192323,12,1,0,0,66,0,1,1,0,0,1,1,0,0,1,1,0
40,29841,13,0,0,0,40,0,1,1,0,1,0,0,1,0,1,0,1
55,115457,9,1,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
47,168211,9,1,0,0,44,0,1,1,0,0,1,1,0,0,1,0,1
17,292285,7,0,0,0,25,1,0,0,1,1,0,0,1,0,1,0,1
40,65545,14,0,0,0,55,0,1,0,1,0,1,0,1,0,1,0,1
65,209831,11,0,0,0,40,0,1,1,0,1,0,0,1,0,1,0,1
38,158363,10,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
28,175343,13,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
35,127493,6,0,0,0,2,1,0,1,0,0,1,0,1,0,1,0,1
35,257042,10,1,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
47,137354,10,1,0,0,40,0,1,1,0,0,1,1,0,1,0,0,1
45,190482,9,1,0,0,45,1,0,1,0,0,1,1,0,0,1,0,1
32,116365,9,0,0,0,20,0,1,1,0,1,0,0,1,0,1,0,1
31,203572,9,0,0,0,30,1,0,0,1,1,0,0,1,0,1,0,1
52,94448,11,1,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
40,135056,12,0,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
43,395997,9,1,0,0,55,0,1,1,0,0,1,1,0,0,1,0,1
40,335400,10,1,0,0,40,0,1,1,0,0,1,1,0,0,1,1,0
39,91039,14,1,0,0,45,1,0,1,0,1,0,1,0,0,1,0,1
49,390746,13,1,0,1672,45,0,1,1,0,1,0,1,0,0,1,1,0
46,181413,12,0,0,0,40,1,0,1,0,1,0,0,1,0,1,0,1
39,188571,11,1,0,0,60,1,0,1,0,0,1,1,0,0,1,0,1
34,227359,10,1,0,0,42,0,1,1,0,0,1,1,0,0,1,0,1
28,106721,14,1,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
56,200316,10,1,0,0,35,0,1,1,0,1,0,1,0,0,1,0,1
57,176079,14,0,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
48,285570,9,1,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
37,161664,10,0,0,0,60,0,1,1,0,0,1,0,1,0,1,0,1
51,208899,13,0,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
36,148903,10,0,0,0,60,0,1,0,1,1,0,0,1,0,1,0,1
44,67779,9,0,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
32,229051,10,1,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
69,199829,13,1,0,1258,40,1,0,1,0,1,0,1,0,0,1,0,1
30,54608,12,1,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
59,193375,14,0,0,0,10,0,1,1,0,1,0,0,1,0,1,0,1
57,89392,14,0,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
38,144860,9,1,0,0,65,0,1,1,0,0,1,1,0,0,1,0,1
57,118993,5,0,0,0,40,0,1,1,0,0,1,0,1,0,1,0,1
47,85982,14,0,0,0,60,1,0,0,1,1,0,0,1,1,0,0,1
28,595088,10,1,0,0,63,0,1,1,0,0,1,1,0,0,1,0,1
48,72896,9,1,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
54,310774,13,1,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
30,205204,9,0,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
56,146326,9,1,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
26,138597,9,0,0,0,25,1,0,0,1,0,1,0,1,1,0,0,1
45,31478,13,1,2829,0,60,1,0,1,0,0,1,1,0,0,1,0,1
59,119344,6,0,0,0,36,1,0,1,0,1,0,0,1,0,1,0,1
44,32000,13,1,0,0,45,0,1,1,0,0,1,1,0,0,1,0,1
36,184659,10,1,0,0,52,0,1,1,0,1,0,1,0,0,1,0,1
32,19513,14,0,0,0,40,1,0,0,1,1,0,0,1,1,0,1,0
25,208881,13,1,0,0,60,0,1,1,0,1,0,1,0,0,1,0,1
37,338320,14,1,0,0,60,1,0,0,1,1,0,0,1,0,1,0,1
41,118853,10,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
66,97847,11,1,0,0,38,0,1,1,0,0,1,1,0,0,1,0,1
41,29762,10,1,0,0,60,0,1,1,0,0,1,1,0,0,1,0,1
38,360494,15,1,0,0,50,1,0,0,1,1,0,0,1,0,1,0,1
46,405309,9,1,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
40,165309,10,1,0,0,43,0,1,1,0,0,1,1,0,0,1,0,1
36,186934,10,1,0,0,55,1,0,1,0,0,1,1,0,0,1,0,1
38,175972,10,0,0,0,40,0,1,1,0,0,1,0,1,0,1,0,1
50,97778,9,1,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
30,167476,10,1,0,0,60,0,1,1,0,0,1,1,0,0,1,0,1
42,184378,10,1,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
75,231741,16,1,4931,0,3,1,0,1,0,1,0,1,0,0,1,0,1
43,86797,10,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
56,170217,9,1,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
38,67666,14,0,0,0,38,0,1,0,1,1,0,0,1,1,0,0,1
44,115932,14,1,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
40,36104,10,1,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
55,252714,11,1,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
45,187581,11,1,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
54,146310,9,1,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
47,402975,10,1,0,0,40,1,0,1,0,1,0,1,0,1,0,0,1
38,405284,13,0,0,0,35,0,1,0,1,0,1,0,1,0,1,0,1
42,321086,14,1,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
38,267556,9,1,0,0,64,1,0,1,0,0,1,1,0,0,1,0,1
44,55191,15,0,0,0,40,0,1,0,1,1,0,0,1,1,0,0,1
28,142443,13,1,0,0,50,1,0,1,0,1,0,1,0,0,1,0,1
48,101233,11,0,0,0,15,1,0,1,0,0,1,0,1,0,1,0,1
36,414683,13,1,0,0,40,0,1,1,0,1,0,1,0,1,0,0,1
21,207988,9,0,0,0,35,1,0,1,0,0,1,0,1,0,1,0,1
56,147202,10,0,0,0,45,0,1,0,1,1,0,0,1,0,1,1,0
45,193407,11,0,0,0,44,0,1,0,1,0,1,0,1,0,1,0,1
62,213700,16,1,0,0,50,1,0,0,1,1,0,0,1,0,1,0,1
44,321824,9,1,0,0,38,1,0,1,0,0,1,1,0,0,1,0,1
55,264834,13,0,0,0,40,1,0,0,1,1,0,0,1,0,1,0,1
45,177543,9,0,0,0,50,1,0,1,0,0,1,0,1,0,1,0,1
46,260782,14,0,0,0,40,1,0,0,1,1,0,0,1,0,1,0,1
33,589155,10,1,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
36,247547,9,0,0,0,40,0,1,0,1,1,0,0,1,1,0,0,1
42,190786,11,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
56,245215,16,1,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
45,189890,12,0,5455,0,38,0,1,0,1,1,0,0,1,0,1,0,1
28,208608,9,0,0,0,30,0,1,1,0,1,0,0,1,0,1,0,1
44,186790,14,1,0,0,48,0,1,1,0,1,0,1,0,0,1,0,1
30,345122,15,1,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
40,145160,10,1,0,0,43,0,1,1,0,1,0,1,0,0,1,0,1
56,258883,10,1,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
46,330901,10,1,0,0,40,1,0,1,0,1,0,1,0,1,0,0,1
48,219565,9,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
40,102226,9,1,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
19,329130,7,0,0,0,40,0,1,0,1,0,1,0,1,0,1,0,1
62,71467,14,1,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
34,313729,10,1,0,0,50,1,0,1,0,0,1,1,0,0,1,0,1
34,145231,9,0,4064,0,35,0,1,1,0,1,0,0,1,0,1,0,1
47,125120,13,0,0,0,50,0,1,0,1,0,1,0,1,0,1,0,1
36,116358,14,1,0,0,45,0,1,1,0,1,0,1,0,1,0,1,0
42,219553,14,0,0,0,38,1,0,0,1,1,0,0,1,0,1,0,1
40,222848,6,0,0,0,32,0,1,1,0,0,1,0,1,1,0,0,1
35,43712,11,1,0,0,45,1,0,1,0,0,1,1,0,0,1,0,1
35,308489,13,1,0,0,50,0,1,1,0,0,1,1,0,1,0,0,1
49,249289,13,0,0,0,40,1,0,0,1,1,0,0,1,1,0,0,1
27,137063,13,1,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
52,254680,9,1,0,0,99,0,1,1,0,0,1,1,0,1,0,0,1
33,37646,13,1,0,0,60,0,1,1,0,1,0,1,0,0,1,0,1
42,201520,10,1,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
40,258589,14,1,0,0,80,1,0,0,1,0,1,0,1,0,1,0,1
79,146244,16,0,0,0,40,1,0,0,1,1,0,0,1,0,1,0,1
28,303674,9,0,3103,0,20,0,1,1,0,1,0,0,1,0,1,0,1
55,243929,14,1,0,0,60,0,1,1,0,1,0,1,0,0,1,0,1
50,22418,9,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
61,178312,10,1,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
38,313914,13,0,0,0,45,0,1,0,1,0,1,0,1,0,1,0,1
40,45093,14,1,0,0,50,1,0,1,0,1,0,1,0,0,1,0,1
29,188909,13,0,0,0,42,1,0,0,1,1,0,0,1,1,0,0,1
39,89508,13,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
50,165001,13,1,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
34,158040,13,0,0,0,45,0,1,0,1,1,0,0,1,0,1,0,1
42,226020,9,0,0,0,60,1,0,0,1,0,1,0,1,1,0,0,1
62,24050,9,0,0,0,15,1,0,0,1,0,1,0,1,0,1,0,1
37,122493,9,1,0,0,45,0,1,1,0,0,1,1,0,0,1,0,1
55,304695,15,1,0,0,55,1,0,1,0,1,0,1,0,0,1,0,1
41,73431,13,0,0,0,40,1,0,0,1,1,0,0,1,0,1,0,1
58,283635,13,0,0,0,40,1,0,0,1,1,0,0,1,0,1,0,1
44,262684,9,0,0,1504,45,0,1,0,1,1,0,0,1,0,1,0,1
50,175456,9,1,0,0,50,1,0,1,0,0,1,1,0,0,1,0,1
48,182211,10,1,0,0,45,0,1,1,0,0,1,1,0,0,1,0,1
60,98350,10,1,0,0,60,1,0,1,0,0,1,1,0,1,0,1,0
33,342730,10,1,0,0,52,0,1,1,0,0,1,1,0,0,1,0,1
52,270142,11,0,0,0,60,0,1,0,1,1,0,0,1,1,0,0,1
30,101345,9,0,0,0,26,1,0,0,1,0,1,0,1,0,1,0,1
53,189511,9,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
46,73541,9,1,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
47,216999,13,1,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
36,135289,9,1,0,0,45,0,1,1,0,1,0,1,0,0,1,0,1
49,216734,13,0,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
28,302903,13,0,0,1485,40,0,1,1,0,1,0,0,1,1,0,0,1
51,168660,9,1,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
36,117312,12,0,0,0,60,0,1,0,1,0,1,0,1,0,1,0,1
28,119128,12,1,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
38,156728,13,1,0,0,56,0,1,1,0,1,0,1,0,0,1,0,1
50,228057,9,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
43,175526,10,1,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
50,205100,4,0,0,0,35,0,1,1,0,0,1,0,1,0,1,0,1
39,113151,13,1,0,0,55,0,1,1,0,0,1,1,0,0,1,0,1
36,297335,13,0,0,0,50,0,1,0,1,0,1,0,1,1,0,1,0
43,201723,9,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
46,173243,9,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
44,130749,13,0,0,0,60,1,0,0,1,1,0,0,1,1,0,0,1
40,33331,10,1,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
46,224108,9,0,0,0,50,1,0,1,0,1,0,0,1,0,1,0,1
58,33386,12,0,0,0,20,1,0,1,0,0,1,0,1,0,1,0,1
42,136996,10,1,0,0,48,1,0,1,0,0,1,1,0,1,0,0,1
44,282192,12,1,0,0,60,0,1,1,0,1,0,1,0,1,0,0,1
32,379412,11,1,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
53,206288,13,1,0,0,35,1,0,1,0,0,1,1,0,1,0,1,0
35,343403,16,0,0,0,20,0,1,1,0,0,1,0,1,0,1,0,1
55,199856,9,0,0,0,50,0,1,1,0,0,1,0,1,0,1,0,1
48,115585,13,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
52,77392,9,1,0,0,60,1,0,1,0,0,1,1,0,0,1,0,1
51,161691,9,0,0,0,40,0,1,1,0,1,0,0,1,0,1,0,1
27,158156,16,0,0,0,70,0,1,0,1,1,0,0,1,0,1,0,1
53,110747,9,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
45,384627,14,0,2580,0,18,1,0,1,0,1,0,0,1,0,1,0,1
66,179951,13,1,0,0,70,1,0,1,0,1,0,1,0,0,1,0,1
31,255830,12,0,0,0,45,1,0,0,1,1,0,0,1,1,0,0,1
55,249072,9,1,0,0,60,0,1,1,0,0,1,1,0,0,1,0,1
42,201522,13,1,0,0,60,1,0,1,0,0,1,1,0,0,1,0,1
49,71195,14,1,0,0,60,0,1,0,1,1,0,0,1,0,1,0,1
50,248619,9,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
39,141420,10,1,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
21,314182,9,0,0,0,40,0,1,0,1,0,1,0,1,0,1,0,1
48,57534,10,1,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
42,47012,13,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
50,177487,9,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
55,422249,9,1,0,0,50,1,0,1,0,0,1,1,0,0,1,0,1
44,19914,9,0,0,0,50,0,1,1,0,0,1,0,1,1,0,1,0
50,194514,14,1,0,0,50,1,0,0,1,1,0,0,1,1,0,1,0
52,210377,6,0,0,0,40,1,0,1,0,1,0,0,1,1,0,0,1
31,190401,14,1,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
35,411395,10,1,0,0,36,0,1,1,0,1,0,1,0,0,1,0,1
38,199346,10,0,0,0,45,1,0,1,0,1,0,0,1,0,1,0,1
48,191858,10,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
51,105943,9,0,3908,0,40,1,0,1,0,1,0,0,1,0,1,0,1
44,124924,9,1,0,0,40,0,1,1,0,1,0,1,0,0,1,1,0
37,50862,9,1,0,0,55,0,1,1,0,1,0,1,0,0,1,0,1
55,256984,10,1,0,0,40,1,0,1,0,0,1,1,0,1,0,0,1
74,132112,9,1,0,0,48,0,1,1,0,0,1,1,0,0,1,0,1
40,289636,9,1,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
40,301007,13,1,0,0,60,1,0,1,0,1,0,1,0,0,1,0,1
53,166386,13,0,0,0,40,0,1,1,0,1,0,0,1,1,0,1,0
61,102191,14,0,0,0,99,1,0,0,1,1,0,0,1,0,1,0,1
36,84306,13,1,5013,0,50,0,1,1,0,1,0,1,0,0,1,0,1
35,215323,13,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
53,260106,15,0,0,0,50,1,0,0,1,1,0,0,1,0,1,0,1
50,158284,10,1,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
31,187689,13,1,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
50,235567,9,0,0,0,52,0,1,1,0,1,0,0,1,0,1,0,1
36,64875,11,1,0,0,60,1,0,1,0,0,1,1,0,0,1,0,1
41,147372,9,1,0,0,48,0,1,1,0,1,0,1,0,0,1,0,1
46,245724,13,1,3818,0,44,0,1,1,0,1,0,1,0,0,1,0,1
61,176753,9,1,0,0,48,1,0,1,0,0,1,1,0,0,1,0,1
51,122109,10,0,0,0,35,0,1,1,0,1,0,0,1,0,1,0,1
41,98823,13,1,0,0,50,1,0,1,0,1,0,1,0,0,1,0,1
37,186191,9,1,0,0,46,0,1,1,0,1,0,1,0,0,1,0,1
59,169639,12,0,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
23,173670,13,0,0,0,45,0,1,1,0,1,0,0,1,0,1,0,1
43,343068,14,0,0,0,65,1,0,0,1,1,0,0,1,0,1,0,1
58,294313,10,0,0,0,55,1,0,1,0,1,0,0,1,1,0,0,1
46,32290,10,1,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
55,141877,13,1,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
34,141118,13,0,0,0,35,0,1,0,1,1,0,0,1,0,1,0,1
