age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass_Non-Private,workclass_Private,marital-status_Married,marital-status_Non-Married,occupation_Managerial-Specialist,occupation_Other,relationship_Husband,relationship_Non-Husband,race_Non-White,race_White,native-country_Non-US,native-country_US
35,175614,11,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
46,31432,9,3103,0,52,0,1,1,0,1,0,0,1,0,1,0,1
25,353795,10,3103,0,40,0,1,1,0,1,0,0,1,1,0,0,1
38,100295,4,0,0,50,0,1,1,0,1,0,0,1,0,1,1,0
73,139049,9,0,0,22,0,1,0,1,0,1,0,1,0,1,0,1
43,219424,13,0,0,50,0,1,0,1,1,0,0,1,1,0,0,1
38,127601,10,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
38,202937,14,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
46,139946,9,0,0,38,0,1,0,1,1,0,0,1,0,1,0,1
33,222205,9,0,0,40,0,1,1,0,0,1,0,1,0,1,0,1
26,30793,13,0,0,55,1,0,1,0,1,0,0,1,0,1,0,1
39,370549,10,0,0,30,0,1,1,0,0,1,0,1,0,1,0,1
44,107845,12,0,0,56,1,0,0,1,0,1,0,1,0,1,0,1
51,216475,13,0,1564,43,0,1,0,1,0,1,0,1,0,1,0,1
37,184112,16,0,0,40,1,0,0,1,1,0,0,1,0,1,0,1
41,30126,13,0,0,45,0,1,0,1,1,0,0,1,0,1,0,1
48,192755,13,0,0,55,1,0,0,1,1,0,0,1,0,1,1,0
39,183092,16,0,0,40,1,0,0,1,1,0,0,1,0,1,0,1
58,118303,9,0,0,35,0,1,0,1,0,1,0,1,0,1,0,1
43,211128,14,0,0,50,0,1,0,1,1,0,0,1,0,1,0,1
27,55743,13,0,0,45,0,1,1,0,1,0,0,1,1,0,0,1
45,107682,14,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
27,229223,10,0,0,40,1,0,0,1,0,1,0,1,0,1,0,1
30,295010,13,0,0,60,1,0,0,1,0,1,0,1,0,1,0,1
34,317219,10,0,0,20,0,1,1,0,1,0,0,1,0,1,0,1
45,213620,13,0,0,50,1,0,0,1,1,0,0,1,0,1,0,1
52,99682,10,0,0,52,0,1,1,0,0,1,0,1,0,1,1,0
52,240612,9,0,0,40,0,1,1,0,1,0,0,1,0,1,1,0
57,104455,10,0,0,90,0,1,0,1,0,1,0,1,1,0,0,1
43,157473,9,0,0,48,0,1,1,0,0,1,0,1,0,1,0,1
35,150042,9,0,0,40,0,1,1,0,1,0,0,1,0,1,0,1
28,73928,13,0,0,40,1,0,0,1,1,0,0,1,1,0,0,1
31,61898,10,0,0,40,0,1,1,0,1,0,0,1,0,1,0,1
61,153408,14,0,0,40,1,0,0,1,1,0,0,1,0,1,0,1
32,118551,14,0,0,45,0,1,0,1,1,0,0,1,0,1,0,1
45,306122,13,0,0,44,0,1,0,1,0,1,0,1,1,0,0,1
56,41100,14,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
24,52242,9,0,0,40,0,1,1,0,0,1,0,1,0,1,0,1
46,173461,10,0,0,40,0,1,1,0,0,1,0,1,0,1,0,1
56,288530,9,0,0,37,0,1,1,0,1,0,0,1,0,1,0,1
49,101320,13,0,1564,40,0,1,0,1,0,1,0,1,0,1,1,0
48,135525,10,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
65,172906,12,0,0,50,1,0,0,1,1,0,0,1,0,1,0,1
35,22494,13,0,0,50,1,0,0,1,1,0,0,1,0,1,0,1
33,198183,13,0,0,50,1,0,0,1,1,0,0,1,0,1,0,1
31,139822,9,0,0,40,0,1,1,0,1,0,0,1,0,1,0,1
68,108683,10,0,0,12,0,1,1,0,1,0,0,1,0,1,0,1
54,425804,10,0,0,45,0,1,0,1,1,0,0,1,0,1,0,1
48,221464,7,0,0,30,1,0,1,0,1,0,0,1,0,1,0,1
58,259929,16,0,0,43,1,0,0,1,1,0,0,1,0,1,0,1
39,189632,9,0,0,40,1,0,1,0,1,0,0,1,0,1,0,1
34,137900,13,0,0,48,1,0,0,1,1,0,0,1,0,1,0,1
33,377283,13,0,0,50,0,1,0,1,0,1,0,1,0,1,0,1
47,175847,3,0,0,40,0,1,1,0,0,1,0,1,0,1,1,0
28,193125,10,0,0,40,0,1,1,0,0,1,0,1,0,1,0,1
35,270572,13,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
52,49069,10,0,0,40,1,0,1,0,1,0,0,1,0,1,0,1
36,205607,13,0,0,40,1,0,0,1,1,0,0,1,1,0,0,1
36,172425,9,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
46,146919,9,0,0,40,0,1,1,0,1,0,0,1,0,1,0,1
48,114561,13,0,0,36,0,1,0,1,1,0,0,1,1,0,1,0
74,147558,10,7262,0,30,0,1,0,1,0,1,0,1,0,1,0,1
35,356238,12,0,0,80,0,1,0,1,0,1,0,1,0,1,0,1
36,167691,10,0,0,40,0,1,1,0,1,0,0,1,0,1,0,1
71,365996,9,6612,0,42,1,0,0,1,0,1,0,1,0,1,0,1
35,327435,10,0,0,45,0,1,0,1,1,0,0,1,0,1,0,1
38,353263,14,0,0,50,0,1,0,1,1,0,0,1,0,1,1,0
34,263150,10,0,0,45,0,1,1,0,1,0,0,1,0,1,0,1
55,168625,10,0,0,12,1,0,0,1,0,1,0,1,0,1,0,1
27,146764,10,0,0,40,0,1,1,0,1,0,0,1,0,1,0,1
55,256796,9,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
43,210844,13,0,0,40,0,1,0,1,1,0,0,1,1,0,0,1
31,168906,13,0,0,50,0,1,0,1,1,0,0,1,0,1,0,1
33,26973,11,0,0,40,0,1,1,0,0,1,0,1,0,1,0,1
29,137618,10,0,0,41,0,1,0,1,0,1,0,1,0,1,0,1
46,164379,13,0,0,35,0,1,0,1,0,1,0,1,1,0,0,1
53,341439,14,0,0,60,0,1,0,1,1,0,0,1,0,1,0,1
58,49159,9,0,0,40,0,1,1,0,1,0,0,1,0,1,0,1
47,27624,9,0,0,65,0,1,0,1,0,1,0,1,0,1,0,1
48,160647,10,0,0,40,0,1,0,1,1,0,0,1,0,1,1,0
55,194371,9,0,0,40,0,1,1,0,0,1,0,1,0,1,1,0
33,190027,14,0,0,70,1,0,0,1,1,0,0,1,1,0,0,1
35,322171,10,0,0,40,0,1,1,0,0,1,0,1,0,1,0,1
60,88570,11,0,0,15,1,0,1,0,0,1,0,1,0,1,1,0
39,139703,10,0,0,48,1,0,0,1,1,0,0,1,1,0,0,1
43,178866,9,0,0,25,0,1,1,0,1,0,0,1,0,1,0,1
40,114580,9,0,0,24,0,1,1,0,1,0,0,1,0,1,0,1
42,190543,10,0,0,40,0,1,1,0,0,1,0,1,0,1,0,1
38,343642,9,0,0,40,1,0,1,0,1,0,0,1,0,1,0,1
29,125131,9,0,0,40,0,1,1,0,1,0,0,1,0,1,0,1
43,203642,13,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
56,62539,7,0,0,65,1,0,0,1,0,1,0,1,0,1,1,0
36,172775,10,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
34,159442,9,0,0,37,0,1,0,1,1,0,0,1,0,1,1,0
41,182108,16,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
66,222810,10,7896,0,40,1,0,0,1,0,1,0,1,0,1,0,1
40,179809,10,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
40,223934,10,0,0,17,0,1,1,0,1,0,0,1,0,1,0,1
46,100067,7,0,0,35,0,1,1,0,0,1,0,1,1,0,0,1
43,84673,14,0,0,38,0,1,0,1,1,0,0,1,0,1,0,1
31,85057,10,0,0,40,1,0,1,0,1,0,0,1,1,0,0,1
53,41021,14,0,0,46,1,0,0,1,1,0,0,1,0,1,0,1
41,178002,9,0,0,40,0,1,1,0,1,0,0,1,0,1,0,1
28,355259,14,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
37,362006,9,0,0,40,1,0,1,0,1,0,0,1,0,1,0,1
59,268840,10,0,0,16,0,1,1,0,1,0,0,1,0,1,0,1
39,380614,10,0,0,45,0,1,0,1,1,0,0,1,0,1,0,1
37,526968,14,0,0,38,0,1,0,1,1,0,0,1,0,1,0,1
34,190385,14,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
32,134886,9,0,0,40,0,1,1,0,1,0,0,1,0,1,0,1
36,23892,12,0,0,40,0,1,0,1,0,1,0,1,0,1,0,1
45,168837,10,0,0,24,0,1,1,0,1,0,0,1,0,1,1,0
48,167749,9,0,0,40,1,0,1,0,1,0,0,1,0,1,0,1
44,202872,12,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
42,192569,15,0,0,39,0,1,0,1,1,0,0,1,0,1,0,1
52,89951,8,0,0,40,1,0,1,0,0,1,0,1,1,0,0,1
66,220543,9,0,0,40,1,0,1,0,1,0,0,1,0,1,0,1
58,201112,10,0,0,55,0,1,0,1,1,0,0,1,1,0,0,1
44,246862,9,0,0,40,1,0,1,0,1,0,0,1,0,1,1,0
42,344572,9,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
35,30565,9,0,0,40,0,1,1,0,0,1,0,1,0,1,0,1
51,257756,9,0,0,50,0,1,1,0,1,0,0,1,0,1,0,1
30,432565,11,0,0,40,0,1,1,0,0,1,0,1,0,1,1,0
44,225879,10,0,0,30,0,1,1,0,1,0,0,1,1,0,1,0
42,213019,14,0,0,40,1,0,0,1,1,0,0,1,0,1,0,1
25,211231,9,0,0,48,0,1,1,0,0,1,0,1,0,1,0,1
47,162494,10,0,0,45,0,1,0,1,0,1,0,1,0,1,0,1
42,158926,12,0,0,40,1,0,0,1,1,0,0,1,1,0,1,0
59,308118,12,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
54,141272,9,0,0,40,0,1,1,0,1,0,0,1,0,1,0,1
47,331650,9,0,0,40,0,1,1,0,1,0,0,1,0,1,0,1
41,179580,10,0,0,36,0,1,0,1,0,1,0,1,0,1,0,1
51,169785,13,0,0,60,0,1,0,1,1,0,0,1,0,1,0,1
30,373213,11,0,0,40,0,1,0,1,0,1,0,1,0,1,0,1
43,115178,13,0,0,43,0,1,0,1,1,0,0,1,0,1,0,1
53,83434,13,0,0,21,0,1,0,1,0,1,0,1,1,0,1,0
66,167711,9,0,0,40,0,1,0,1,0,1,0,1,0,1,0,1
33,422960,10,0,0,60,1,0,1,0,1,0,0,1,0,1,0,1
56,19896,10,0,0,60,1,0,1,0,0,1,0,1,0,1,0,1
45,121836,10,0,0,40,1,0,1,0,1,0,0,1,0,1,0,1
40,199191,14,0,0,50,0,1,0,1,1,0,0,1,0,1,1,0
46,72619,10,0,0,40,0,1,1,0,1,0,0,1,0,1,0,1
37,421633,14,0,0,40,0,1,0,1,1,0,0,1,1,0,0,1
67,176388,10,0,0,50,1,0,0,1,1,0,0,1,0,1,0,1
46,101320,13,0,0,42,0,1,0,1,1,0,0,1,0,1,0,1
52,389270,10,0,0,35,0,1,1,0,1,0,0,1,0,1,0,1
55,89690,13,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
61,224711,13,0,0,63,1,0,0,1,1,0,0,1,0,1,0,1
59,109015,10,0,0,38,0,1,0,1,1,0,0,1,0,1,0,1
56,187355,10,0,0,60,1,0,1,0,0,1,0,1,0,1,1,0
39,30269,13,0,0,44,1,0,0,1,1,0,0,1,0,1,0,1
45,81853,10,0,0,40,1,0,1,0,1,0,0,1,1,0,0,1
38,186145,10,0,0,40,0,1,1,0,0,1,0,1,0,1,0,1
37,118486,13,4934,0,32,0,1,0,1,1,0,0,1,0,1,0,1
44,204314,9,0,0,38,0,1,1,0,0,1,0,1,1,0,0,1
47,119199,10,0,0,35,1,0,1,0,1,0,0,1,0,1,0,1
40,133456,9,0,0,24,0,1,1,0,0,1,0,1,0,1,0,1
54,343333,13,0,0,80,0,1,0,1,1,0,0,1,0,1,0,1
44,38434,13,0,0,40,1,0,0,1,1,0,0,1,0,1,0,1
43,185057,9,0,0,30,0,1,0,1,1,0,0,1,0,1,0,1
27,251854,13,0,0,35,0,1,1,0,0,1,0,1,1,0,0,1
60,334984,9,0,2231,40,0,1,0,1,1,0,0,1,0,1,0,1
58,186791,10,0,0,40,1,0,1,0,0,1,0,1,0,1,0,1
63,150079,9,0,0,35,1,0,1,0,1,0,0,1,0,1,0,1
47,224149,13,0,0,40,1,0,0,1,1,0,0,1,0,1,0,1
44,105862,10,0,0,70,0,1,1,0,1,0,0,1,0,1,0,1
25,263773,10,0,0,40,0,1,1,0,1,0,0,1,0,1,0,1
33,101352,15,0,0,50,0,1,0,1,1,0,0,1,0,1,0,1
27,106562,13,0,0,50,0,1,0,1,1,0,0,1,0,1,0,1
35,272476,12,0,0,35,0,1,1,0,0,1,0,1,0,1,0,1
54,287831,10,0,0,55,1,0,1,0,1,0,0,1,1,0,0,1
39,207185,10,0,0,35,0,1,1,0,1,0,0,1,0,1,1,0
24,237341,10,0,0,40,0,1,1,0,1,0,0,1,0,1,0,1
25,110978,12,0,0,37,0,1,1,0,1,0,0,1,1,0,1,0
39,31709,10,0,0,20,1,0,1,0,1,0,0,1,0,1,0,1
29,195284,16,0,0,60,0,1,0,1,1,0,0,1,0,1,0,1
28,168524,9,0,0,38,1,0,1,0,1,0,0,1,0,1,0,1
52,168381,9,0,0,40,0,1,0,1,0,1,0,1,1,0,1,0
39,141029,9,0,0,40,0,1,1,0,1,0,0,1,0,1,0,1
40,266803,12,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
41,201363,9,0,0,38,1,0,1,0,1,0,0,1,0,1,0,1
62,182687,10,0,0,45,1,0,1,0,1,0,0,1,0,1,0,1
48,104353,9,0,0,40,1,0,1,0,0,1,0,1,1,0,0,1
49,106554,13,0,0,40,1,0,0,1,1,0,0,1,0,1,0,1
51,46401,10,0,0,40,1,0,1,0,1,0,0,1,0,1,0,1
27,300783,10,0,0,42,0,1,1,0,0,1,0,1,0,1,0,1
36,327435,14,0,0,40,1,0,0,1,0,1,0,1,0,1,0,1
33,348491,10,0,0,40,1,0,1,0,1,0,0,1,1,0,0,1
79,100881,12,0,0,2,0,1,1,0,0,1,0,1,0,1,0,1
66,188220,9,0,0,35,1,0,0,1,1,0,0,1,0,1,0,1
52,181578,9,0,0,40,1,0,1,0,0,1,0,1,1,0,0,1
45,119904,9,0,0,50,0,1,0,1,0,1,0,1,0,1,0,1
56,174533,13,0,0,45,0,1,0,1,1,0,0,1,0,1,0,1
42,198028,10,0,0,40,1,0,1,0,1,0,0,1,0,1,0,1
55,99131,9,0,2246,40,1,0,1,0,1,0,0,1,0,1,0,1
47,184169,14,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
59,99131,14,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
49,125421,9,0,0,40,0,1,1,0,0,1,0,1,0,1,0,1
52,111700,10,0,0,20,0,1,0,1,0,1,0,1,0,1,0,1
55,28151,9,0,0,40,1,0,0,1,1,0,0,1,0,1,0,1
