age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass_Non-Private,workclass_Private,marital-status_Married,marital-status_Non-Married,occupation_Managerial-Specialist,occupation_Other,relationship_Husband,relationship_Non-Husband,race_Non-White,race_White,native-country_Non-US,native-country_US
36,188571,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
42,173628,13,0,0,45,1,0,1,0,0,1,1,0,0,1,0,1
39,103110,13,0,0,50,1,0,1,0,1,0,1,0,0,1,0,1
37,191137,9,0,0,42,0,1,1,0,1,0,1,0,0,1,0,1
34,231043,11,3908,0,45,0,1,1,0,1,0,1,0,0,1,0,1
44,82601,13,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
33,93034,11,0,0,40,0,1,1,0,0,1,1,0,1,0,1,0
38,347491,13,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
61,21175,8,0,0,60,0,1,1,0,1,0,1,0,0,1,0,1
52,146015,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
56,183580,13,0,0,30,1,0,1,0,0,1,1,0,0,1,0,1
60,164730,13,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
46,431515,13,0,0,40,0,1,0,1,0,1,0,1,0,1,0,1
46,37353,10,0,0,45,0,1,1,0,0,1,1,0,0,1,0,1
50,165001,13,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
38,112497,13,0,0,60,1,0,1,0,0,1,1,0,0,1,0,1
31,196025,16,0,0,60,0,1,0,1,1,0,0,1,1,0,1,0
66,262552,10,0,0,7,1,0,1,0,0,1,1,0,0,1,0,1
36,465326,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
51,106257,12,0,0,40,1,0,1,0,0,1,1,0,1,0,0,1
45,337825,9,0,0,45,0,1,1,0,0,1,1,0,0,1,0,1
49,59612,10,0,0,44,0,1,1,0,0,1,1,0,0,1,0,1
47,80282,16,0,0,45,1,0,1,0,1,0,1,0,0,1,0,1
39,85566,13,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
50,143730,13,0,0,80,1,0,1,0,0,1,1,0,0,1,0,1
55,255364,10,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
38,52738,10,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
37,154641,12,2105,0,50,1,0,1,0,0,1,1,0,0,1,0,1
44,219591,10,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
49,99361,15,0,0,45,0,1,1,0,1,0,1,0,0,1,0,1
58,51499,11,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
42,275677,11,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
38,314310,14,0,0,45,0,1,1,0,1,0,1,0,0,1,0,1
55,293104,10,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
46,91608,15,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
43,388849,12,0,0,60,0,1,1,0,0,1,1,0,0,1,0,1
29,394927,11,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
34,196385,11,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
28,119128,12,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
41,155293,11,0,0,45,0,1,1,0,0,1,1,0,0,1,0,1
57,34366,10,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
39,32146,14,0,0,60,0,1,0,1,1,0,0,1,0,1,0,1
40,199303,9,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
84,155057,13,0,0,20,1,0,1,0,0,1,1,0,0,1,0,1
38,311523,10,0,0,40,0,1,1,0,1,0,1,0,1,0,1,0
23,196827,10,0,1902,40,0,1,1,0,1,0,1,0,0,1,0,1
28,168901,13,0,0,40,0,1,1,0,1,0,1,0,1,0,1,0
55,304695,15,0,0,55,1,0,1,0,1,0,1,0,0,1,0,1
38,103456,13,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
44,33105,9,0,0,40,0,1,1,0,1,0,1,0,1,0,0,1
38,186959,13,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
40,107762,13,0,0,45,1,0,1,0,1,0,1,0,0,1,0,1
40,137142,9,0,0,60,0,1,1,0,0,1,1,0,0,1,0,1
36,201117,13,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
37,117381,14,0,0,45,0,1,1,0,1,0,1,0,0,1,0,1
41,198965,9,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
22,357612,9,0,0,60,1,0,1,0,0,1,1,0,0,1,0,1
46,234690,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
39,175681,13,0,0,60,0,1,1,0,1,0,1,0,1,0,0,1
30,103651,13,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
32,160458,9,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
51,138251,9,0,0,60,0,1,1,0,0,1,1,0,0,1,0,1
38,54953,13,0,0,60,0,1,1,0,1,0,1,0,0,1,0,1
55,150507,10,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
50,141340,13,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
39,53926,13,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
33,117186,13,0,0,45,0,1,1,0,1,0,1,0,0,1,0,1
45,120121,13,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
44,321824,16,0,0,20,0,1,1,0,1,0,1,0,0,1,0,1
35,292185,13,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
36,116546,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
51,35211,9,0,0,40,1,0,1,0,0,1,1,0,1,0,0,1
46,256014,11,0,0,60,1,0,1,0,1,0,1,0,0,1,0,1
35,198341,13,0,0,40,0,1,1,0,1,0,1,0,1,0,0,1
31,34572,11,0,0,45,0,1,1,0,0,1,1,0,0,1,0,1
32,31740,14,0,0,40,0,1,1,0,1,0,1,0,1,0,1,0
46,481987,10,0,0,35,1,0,1,0,1,0,1,0,0,1,0,1
39,46395,13,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
63,144391,13,0,0,20,1,0,1,0,0,1,1,0,0,1,0,1
53,68985,9,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
31,326104,13,0,0,45,0,1,1,0,0,1,1,0,0,1,0,1
39,314822,10,0,0,40,1,0,1,0,1,0,1,0,1,0,0,1
40,45093,14,0,0,50,1,0,1,0,1,0,1,0,0,1,0,1
61,129246,6,0,0,48,0,1,1,0,0,1,1,0,0,1,0,1
27,141545,9,0,1902,45,0,1,1,0,0,1,1,0,0,1,0,1
40,105119,13,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
34,136331,13,0,0,60,1,0,1,0,1,0,1,0,0,1,0,1
59,298449,10,0,0,43,1,0,1,0,1,0,1,0,0,1,0,1
46,83822,14,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
42,92288,14,0,0,40,0,1,1,0,0,1,1,0,1,0,0,1
25,39901,13,0,0,60,0,1,1,0,0,1,1,0,0,1,0,1
39,176101,13,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
39,181705,9,0,0,45,0,1,1,0,1,0,1,0,0,1,0,1
46,193047,13,0,0,37,1,0,1,0,1,0,1,0,0,1,0,1
53,203173,11,0,0,45,0,1,1,0,1,0,1,0,0,1,0,1
47,167281,13,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
31,36302,13,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
34,162312,13,0,0,40,0,1,1,0,1,0,1,0,1,0,1,0
39,352248,12,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
41,242586,10,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
27,169544,10,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
26,102460,10,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
45,33794,14,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
50,89534,9,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
33,119628,16,0,0,50,1,0,1,0,1,0,1,0,1,0,1,0
53,242606,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
39,22245,13,0,0,60,0,1,1,0,1,0,0,1,0,1,0,1
57,188330,9,0,0,78,0,1,1,0,0,1,1,0,0,1,0,1
45,181307,16,0,1408,40,1,0,0,1,1,0,0,1,0,1,0,1
61,180079,16,4064,0,40,1,0,1,0,1,0,1,0,0,1,0,1
54,102828,9,0,0,49,0,1,1,0,0,1,1,0,0,1,0,1
29,200511,13,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
37,188563,9,0,0,55,1,0,1,0,0,1,1,0,0,1,0,1
44,147206,10,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
33,111985,10,0,0,58,0,1,1,0,0,1,1,0,0,1,0,1
59,93655,10,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
54,457237,14,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
40,34722,13,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
32,27051,13,0,0,44,0,1,1,0,1,0,1,0,0,1,0,1
44,190020,13,0,0,50,1,0,1,0,1,0,1,0,0,1,0,1
57,399246,13,0,1485,40,1,0,1,0,1,0,1,0,1,0,1,0
51,152652,12,0,0,45,0,1,1,0,1,0,1,0,0,1,0,1
37,504871,10,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
48,186203,9,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
41,170331,13,0,0,60,0,1,1,0,1,0,1,0,0,1,0,1
54,133403,5,0,1902,35,0,1,1,0,1,0,1,0,0,1,0,1
50,191062,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
37,75050,11,0,0,55,1,0,1,0,0,1,1,0,0,1,0,1
39,115076,10,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
58,35723,9,0,0,60,1,0,1,0,0,1,1,0,0,1,0,1
39,240226,9,0,0,40,0,1,1,0,1,0,1,0,1,0,0,1
41,192589,13,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
39,314007,11,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
38,227154,13,0,0,40,1,0,1,0,0,1,1,0,1,0,1,0
35,301614,9,0,0,60,0,1,1,0,0,1,1,0,0,1,0,1
37,122493,9,0,0,45,0,1,1,0,0,1,1,0,0,1,0,1
49,390746,13,0,1672,45,0,1,1,0,1,0,1,0,0,1,1,0
32,155151,9,0,0,55,0,1,1,0,0,1,1,0,0,1,0,1
65,258561,13,0,0,20,0,1,1,0,0,1,1,0,0,1,0,1
43,33126,10,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
50,400004,10,0,0,60,0,1,1,0,0,1,1,0,0,1,0,1
49,121602,13,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
42,177989,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
37,46385,9,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
58,277203,9,0,0,38,0,1,1,0,0,1,1,0,0,1,0,1
28,228346,13,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
51,33304,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
42,204817,13,0,0,35,0,1,1,0,0,1,1,0,1,0,0,1
53,189511,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
51,305147,13,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
39,180667,10,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
62,234372,14,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
48,160724,13,0,0,40,1,0,1,0,1,0,1,0,1,0,1,0
53,86600,9,0,0,40,1,0,1,0,0,1,1,0,1,0,0,1
40,228659,12,0,0,60,0,1,1,0,0,1,1,0,0,1,0,1
48,148549,12,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
43,164693,11,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
38,225605,10,0,0,44,1,0,1,0,1,0,1,0,0,1,0,1
35,204277,13,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
46,185041,9,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
35,172571,13,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
42,242619,10,0,0,45,0,1,1,0,0,1,1,0,0,1,0,1
40,33219,12,0,0,60,1,0,1,0,0,1,1,0,0,1,0,1
48,259873,10,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
50,24790,9,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
45,277434,13,0,0,50,1,0,1,0,1,0,1,0,0,1,0,1
34,206707,10,0,0,60,1,0,1,0,0,1,1,0,0,1,0,1
40,115516,14,0,0,40,0,1,1,0,0,1,1,0,1,0,1,0
37,237943,11,0,0,50,0,1,1,0,0,1,1,0,0,1,1,0
39,179481,13,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
63,181828,9,0,0,48,0,1,1,0,0,1,1,0,0,1,0,1
57,31532,13,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
54,226497,10,0,0,50,1,0,1,0,0,1,1,0,0,1,0,1
67,239705,16,0,0,12,1,0,1,0,1,0,1,0,1,0,0,1
48,117054,3,0,0,99,1,0,0,1,1,0,0,1,0,1,0,1
40,130760,16,0,0,45,0,1,1,0,1,0,1,0,0,1,0,1
40,200574,12,0,0,44,0,1,1,0,0,1,1,0,0,1,0,1
33,231413,13,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
40,186916,13,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
58,158002,10,0,0,40,0,1,1,0,0,1,1,0,1,0,0,1
46,36228,9,0,1902,40,1,0,1,0,0,1,1,0,0,1,0,1
59,59469,14,0,0,40,0,1,1,0,0,1,1,0,0,1,1,0
39,205338,13,0,0,60,0,1,1,0,0,1,1,0,0,1,0,1
35,165767,10,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
44,282069,11,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
41,373469,12,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
53,162796,9,0,0,40,0,1,1,0,1,0,1,0,1,0,0,1
39,50700,9,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
24,22966,13,0,0,45,0,1,1,0,0,1,1,0,0,1,0,1
34,191834,11,0,0,48,0,1,1,0,0,1,1,0,0,1,0,1
32,103078,13,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
58,143266,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
43,155106,11,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
33,154950,13,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
39,342448,13,0,0,45,0,1,1,0,1,0,1,0,0,1,0,1
38,48093,9,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
42,79036,13,0,0,65,1,0,1,0,0,1,1,0,0,1,0,1
37,298444,14,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
48,99127,11,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
67,186427,13,0,0,45,0,1,1,0,1,0,1,0,0,1,0,1
30,183801,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
59,95967,15,0,0,40,0,1,1,0,1,0,1,0,1,0,0,1
58,68624,9,0,0,45,0,1,1,0,1,0,1,0,0,1,0,1
47,131826,10,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
39,323385,10,0,0,70,0,1,1,0,1,0,1,0,0,1,0,1
49,115784,11,0,0,45,0,1,1,0,0,1,1,0,0,1,0,1
39,80004,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
56,206399,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
62,71467,14,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
58,127264,6,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
37,143058,10,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
52,417227,9,0,0,70,1,0,1,0,0,1,1,0,0,1,0,1
36,186531,9,0,0,60,0,1,1,0,0,1,1,0,0,1,0,1
35,211440,12,0,0,45,0,1,1,0,1,0,1,0,0,1,0,1
35,32528,10,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
41,187322,9,0,0,48,0,1,1,0,1,0,1,0,0,1,0,1
61,231323,10,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
37,117166,14,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
30,181651,13,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
55,210318,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
49,56841,13,0,0,70,1,0,1,0,0,1,1,0,0,1,0,1
56,275236,13,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
52,159670,12,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
45,198759,16,0,0,60,0,1,1,0,1,0,1,0,0,1,0,1
70,118902,13,0,0,40,0,1,1,0,1,0,1,0,0,1,1,0
38,212245,10,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
62,173601,13,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
54,227392,14,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
41,57233,13,0,0,70,0,1,1,0,0,1,1,0,0,1,0,1
30,255424,15,0,0,55,1,0,1,0,1,0,1,0,0,1,0,1
46,216164,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
63,145985,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
44,238188,12,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
58,489085,13,0,0,40,1,0,1,0,1,0,1,0,1,0,0,1
29,215504,9,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
68,67791,14,0,0,45,0,1,1,0,1,0,1,0,0,1,0,1
57,79539,9,0,0,40,1,0,1,0,0,1,1,0,1,0,0,1
67,81413,9,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
33,589155,10,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
47,48195,13,0,0,72,1,0,1,0,1,0,1,0,0,1,0,1
44,76196,13,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
43,248476,13,0,0,60,0,1,1,0,0,1,1,0,0,1,0,1
43,195385,9,0,0,40,1,0,1,0,1,0,1,0,1,0,0,1
55,67450,16,0,0,40,0,1,0,1,1,0,0,1,0,1,1,0
55,222615,14,0,0,60,1,0,1,0,1,0,1,0,0,1,0,1
36,269722,14,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
36,35309,13,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
59,186308,14,0,0,50,1,0,1,0,1,0,1,0,0,1,0,1
90,311184,14,0,0,99,1,0,0,1,1,0,0,1,0,1,0,1
38,206520,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
55,342121,10,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
41,155106,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
60,167670,13,0,0,35,0,1,1,0,1,0,1,0,0,1,0,1
40,147206,11,0,0,35,1,0,1,0,0,1,1,0,0,1,0,1
70,172370,15,0,0,25,1,0,1,0,1,0,1,0,0,1,0,1
58,32365,10,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
40,190044,12,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
45,357540,13,0,2002,55,0,1,1,0,0,1,1,0,0,1,0,1
47,46044,14,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
39,320305,13,0,0,60,0,1,1,0,1,0,1,0,0,1,0,1
46,113434,13,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
39,286026,13,0,0,52,0,1,1,0,0,1,1,0,0,1,0,1
51,145166,9,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
44,53956,13,3137,0,40,1,0,1,0,1,0,1,0,0,1,0,1
31,354464,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
47,192776,13,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
55,27385,11,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
51,207449,13,0,0,55,0,1,1,0,1,0,1,0,0,1,0,1
51,117847,9,0,0,99,0,1,1,0,0,1,1,0,0,1,0,1
43,184378,13,0,0,35,0,1,1,0,1,0,1,0,0,1,0,1
29,370242,10,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
43,343061,10,0,0,50,0,1,1,0,0,1,1,0,0,1,1,0
35,167482,13,0,0,60,0,1,1,0,1,0,1,0,0,1,0,1
62,200834,14,0,0,55,0,1,1,0,1,0,1,0,0,1,0,1
35,277347,9,0,0,55,0,1,1,0,1,0,1,0,0,1,0,1
35,319831,10,0,0,60,1,0,1,0,0,1,1,0,0,1,0,1
54,197184,13,0,0,38,1,0,1,0,1,0,1,0,0,1,0,1
41,197033,10,0,0,35,0,1,1,0,0,1,1,0,0,1,0,1
39,306504,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
49,89334,13,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
47,198223,10,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
38,300975,14,0,1485,40,0,1,1,0,0,1,1,0,1,0,0,1
45,127948,13,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
57,296516,10,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
42,252518,13,0,0,70,0,1,1,0,1,0,1,0,0,1,0,1
54,96062,9,0,0,40,0,1,1,0,1,0,1,0,0,1,1,0
44,155930,13,0,0,60,1,0,1,0,1,0,1,0,0,1,0,1
61,268831,9,0,0,53,1,0,1,0,0,1,1,0,0,1,0,1
43,161226,13,0,0,40,0,1,1,0,1,0,1,0,1,0,0,1
39,98941,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
45,283037,13,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
32,343789,9,5013,0,55,0,1,1,0,1,0,1,0,0,1,0,1
52,74660,14,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
58,194733,10,0,0,45,1,0,1,0,1,0,1,0,0,1,0,1
35,465326,13,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
42,269028,16,0,0,40,0,1,1,0,1,0,1,0,0,1,1,0
62,75478,13,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
34,163110,14,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
53,251675,9,0,0,40,0,1,1,0,0,1,1,0,0,1,1,0
42,47012,13,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
44,22933,9,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
35,45880,13,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
28,419740,13,0,0,52,1,0,0,1,1,0,0,1,0,1,0,1
43,331649,13,0,0,45,0,1,1,0,0,1,1,0,0,1,0,1
25,277444,13,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
48,72425,13,0,0,50,1,0,1,0,0,1,1,0,0,1,0,1
37,184659,9,5013,0,44,0,1,1,0,1,0,1,0,0,1,0,1
41,151856,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
35,113481,16,0,0,60,0,1,1,0,1,0,1,0,0,1,0,1
35,115792,13,0,0,55,0,1,1,0,1,0,1,0,0,1,0,1
41,369781,9,0,0,55,0,1,1,0,1,0,1,0,0,1,0,1
47,386136,9,0,0,35,0,1,1,0,0,1,1,0,0,1,0,1
40,53956,13,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
29,278637,11,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
34,180871,13,0,0,55,1,0,1,0,1,0,1,0,0,1,0,1
56,175057,13,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
48,148995,10,0,0,60,0,1,1,0,0,1,1,0,0,1,0,1
43,388725,12,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
56,101338,13,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
37,196348,10,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
42,188693,10,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
40,316820,10,0,1485,40,0,1,1,0,0,1,1,0,0,1,0,1
73,105886,13,1173,0,75,0,1,1,0,1,0,1,0,0,1,0,1
48,127921,13,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
40,218653,10,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
43,245937,10,0,0,65,0,1,1,0,1,0,1,0,0,1,0,1
36,290409,10,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
26,389856,13,0,0,60,1,0,0,1,0,1,0,1,0,1,0,1
30,262092,13,0,0,55,0,1,1,0,0,1,1,0,0,1,0,1
45,377622,10,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
59,365390,10,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
54,133403,10,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
