age,fnlwgt,education-num,sex,capital-gain,capital-loss,hours-per-week,workclass_Non-Private,workclass_Private,marital-status_Married,marital-status_Non-Married,occupation_Managerial-Specialist,occupation_Other,relationship_Husband,relationship_Non-Husband,race_Non-White,race_White,native-country_Non-US,native-country_US
40,170214,9,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
41,350387,13,1,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
54,172281,14,1,0,0,40,0,1,0,1,0,1,0,1,0,1,0,1
34,240252,14,1,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
47,172155,10,1,0,0,37,0,1,1,0,1,0,1,0,0,1,1,0
41,33474,13,1,0,0,55,1,0,1,0,1,0,1,0,0,1,0,1
49,245305,6,1,0,0,42,0,1,1,0,0,1,1,0,1,0,0,1
29,221977,10,0,0,0,40,0,1,1,0,1,0,0,1,0,1,0,1
30,107793,10,1,0,0,56,0,1,1,0,0,1,1,0,0,1,0,1
35,179668,10,1,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
55,323639,10,1,0,0,74,0,1,1,0,0,1,1,0,0,1,0,1
51,254211,14,1,0,0,50,1,0,0,1,0,1,0,1,0,1,1,0
39,79586,10,1,0,0,35,0,1,1,0,0,1,1,0,1,0,1,0
49,268234,9,1,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
28,209205,13,1,0,0,60,0,1,0,1,1,0,0,1,0,1,0,1
35,134498,10,1,0,0,45,1,0,0,1,1,0,0,1,0,1,0,1
35,66297,13,0,0,0,40,0,1,0,1,1,0,0,1,1,0,1,0
42,367533,6,1,0,0,43,0,1,1,0,0,1,0,1,1,0,0,1
70,54849,16,1,0,0,20,1,0,1,0,0,1,1,0,0,1,0,1
44,307468,11,1,0,0,50,1,0,1,0,0,1,1,0,0,1,0,1
25,170070,13,0,0,0,50,1,0,0,1,1,0,0,1,0,1,0,1
40,79036,11,1,0,0,50,0,1,0,1,0,1,0,1,0,1,0,1
33,51471,9,0,0,1902,40,0,1,1,0,0,1,0,1,0,1,0,1
48,198000,10,0,0,0,38,0,1,0,1,0,1,0,1,0,1,0,1
59,70720,13,1,0,0,55,0,1,0,1,0,1,0,1,0,1,0,1
28,289991,9,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
44,29591,13,1,0,2258,40,1,0,0,1,0,1,0,1,0,1,0,1
53,137815,10,1,0,0,40,1,0,0,1,1,0,0,1,0,1,0,1
50,155574,9,1,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
38,117802,9,1,0,0,65,0,1,1,0,1,0,1,0,0,1,0,1
41,175674,13,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
30,218640,10,0,0,0,40,1,0,1,0,1,0,0,1,1,0,0,1
58,605504,9,1,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
62,134768,9,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
24,82847,9,0,0,0,50,0,1,0,1,0,1,0,1,0,1,1,0
55,158315,9,1,0,0,50,1,0,1,0,0,1,1,0,0,1,0,1
47,83407,9,1,0,0,84,0,1,1,0,0,1,1,0,0,1,0,1
58,163113,9,0,0,0,35,0,1,0,1,0,1,0,1,0,1,0,1
31,155781,13,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
34,123270,9,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
41,27444,10,1,0,0,46,0,1,1,0,1,0,1,0,0,1,0,1
25,185942,14,0,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
48,77404,10,1,0,0,60,0,1,1,0,1,0,1,0,0,1,0,1
46,24367,6,1,0,0,99,1,0,1,0,0,1,1,0,0,1,0,1
47,191978,10,1,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
24,233499,10,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
41,483201,13,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
42,32185,13,1,0,0,60,1,0,1,0,0,1,1,0,0,1,0,1
44,38321,9,1,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
43,34007,13,1,0,0,70,1,0,1,0,0,1,1,0,0,1,0,1
52,81859,9,1,0,0,48,0,1,1,0,1,0,1,0,0,1,0,1
54,235693,7,1,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
59,43221,5,1,0,0,60,0,1,1,0,0,1,1,0,0,1,0,1
66,34218,9,1,0,0,50,1,0,1,0,0,1,1,0,0,1,0,1
44,60087,9,1,0,0,45,1,0,1,0,0,1,1,0,0,1,0,1
50,138193,13,0,0,0,50,0,1,0,1,1,0,0,1,0,1,0,1
34,209449,10,1,0,0,40,0,1,1,0,0,1,1,0,1,0,0,1
52,279129,10,1,0,0,37,0,1,0,1,1,0,0,1,0,1,0,1
75,113868,16,1,0,0,20,1,0,1,0,1,0,1,0,1,0,0,1
32,226696,13,1,0,0,55,0,1,0,1,1,0,0,1,0,1,0,1
38,187411,9,1,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
37,216924,9,1,0,0,44,0,1,1,0,0,1,1,0,0,1,0,1
36,35945,9,1,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
68,69249,9,1,0,0,50,1,0,1,0,0,1,1,0,0,1,0,1
46,428405,13,1,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
47,188081,9,1,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
72,74141,5,0,0,0,48,0,1,1,0,1,0,0,1,1,0,0,1
37,38948,9,1,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
64,96076,11,1,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
51,177727,12,1,0,0,45,0,1,1,0,0,1,1,0,0,1,0,1
50,160151,10,1,0,0,60,1,0,1,0,0,1,1,0,0,1,0,1
28,65078,9,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
37,147258,5,1,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
36,296478,9,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
42,107563,9,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
31,211242,12,1,0,0,55,0,1,1,0,1,0,1,0,0,1,0,1
46,137354,14,1,0,0,40,0,1,1,0,0,1,1,0,1,0,1,0
40,352080,10,1,0,0,40,0,1,1,0,0,1,1,0,1,0,0,1
24,317175,13,1,0,0,45,0,1,1,0,0,1,1,0,0,1,0,1
36,187411,14,1,0,0,50,1,0,0,1,1,0,0,1,0,1,0,1
43,203642,13,0,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
36,172256,9,1,0,0,44,0,1,1,0,1,0,1,0,0,1,0,1
53,153052,9,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
44,157473,14,0,0,0,50,1,0,0,1,1,0,0,1,0,1,0,1
40,213821,14,1,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
32,296466,11,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
47,189680,4,1,0,0,40,0,1,1,0,0,1,1,0,0,1,1,0
48,148254,9,0,0,0,16,0,1,1,0,0,1,0,1,0,1,0,1
21,227307,9,0,0,0,43,0,1,1,0,1,0,0,1,0,1,0,1
48,183000,10,1,0,0,40,0,1,1,0,0,1,1,0,1,0,0,1
28,192283,14,0,0,0,80,0,1,0,1,0,1,0,1,0,1,0,1
32,196125,9,1,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
35,45607,14,1,0,0,60,1,0,0,1,1,0,0,1,0,1,0,1
31,103642,9,1,0,0,45,0,1,1,0,0,1,1,0,0,1,0,1
45,168232,9,1,0,0,56,0,1,1,0,0,1,1,0,0,1,0,1
27,217848,8,1,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
47,150429,10,1,0,0,50,0,1,1,0,0,1,1,0,1,0,0,1
25,57635,11,0,0,0,42,0,1,1,0,0,1,0,1,0,1,0,1
52,400004,11,1,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
48,56071,13,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
29,119359,9,0,0,0,10,0,1,1,0,1,0,0,1,1,0,1,0
30,19302,9,1,4386,0,70,1,0,1,0,0,1,1,0,0,1,1,0
51,82578,14,1,0,0,38,0,1,1,0,1,0,1,0,0,1,1,0
38,193026,9,1,0,0,50,1,0,1,0,0,1,1,0,0,1,0,1
46,30111,9,1,0,0,40,0,1,1,0,1,0,1,0,1,0,0,1
53,346871,9,1,4787,0,46,0,1,0,1,1,0,0,1,0,1,0,1
55,288907,9,1,4787,0,40,0,1,0,1,0,1,0,1,0,1,0,1
30,132601,13,1,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
35,38948,10,1,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
32,260868,13,1,0,0,40,0,1,1,0,0,1,1,0,1,0,0,1
33,196385,14,1,0,0,37,0,1,1,0,1,0,1,0,0,1,0,1
42,222596,9,1,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
42,212894,14,1,0,0,23,0,1,1,0,1,0,1,0,0,1,0,1
37,175759,13,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
35,30916,9,1,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
65,111483,10,1,0,2174,10,1,0,1,0,1,0,1,0,0,1,0,1
38,156728,13,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
31,206297,9,1,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
59,115414,10,1,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
31,137444,9,1,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
44,37618,9,1,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
34,209808,10,1,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
31,119432,13,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
47,105779,13,1,0,0,40,1,0,0,1,0,1,0,1,0,1,0,1
29,149324,10,1,0,1485,40,0,1,1,0,0,1,1,0,0,1,0,1
63,546118,10,1,0,0,35,0,1,1,0,1,0,1,0,0,1,0,1
52,217663,9,1,0,0,45,0,1,1,0,0,1,1,0,0,1,0,1
57,180920,9,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
34,581071,9,1,0,0,48,0,1,0,1,1,0,0,1,0,1,0,1
36,188800,9,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
66,104576,13,1,0,0,8,1,0,1,0,1,0,1,0,0,1,0,1
50,123044,14,1,0,0,60,1,0,1,0,0,1,1,0,0,1,0,1
49,105959,10,1,0,0,41,1,0,1,0,1,0,1,0,0,1,0,1
51,68898,10,1,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
57,204209,4,1,3103,0,40,0,1,1,0,0,1,1,0,0,1,0,1
31,288566,13,1,0,0,43,0,1,1,0,0,1,1,0,0,1,0,1
52,231196,9,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
51,137253,9,0,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
47,67716,9,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
56,165881,9,1,0,0,50,1,0,1,0,0,1,1,0,0,1,0,1
46,202560,9,0,0,0,40,0,1,1,0,1,0,0,1,0,1,0,1
36,170376,9,1,0,0,45,0,1,1,0,0,1,1,0,0,1,0,1
30,165235,13,0,0,0,40,0,1,1,0,1,0,0,1,1,0,1,0
45,197038,13,1,0,0,50,0,1,0,1,1,0,0,1,0,1,0,1
34,320077,13,0,0,0,50,0,1,0,1,1,0,0,1,0,1,0,1
45,160440,9,1,0,0,55,0,1,1,0,0,1,1,0,0,1,0,1
47,114459,9,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
31,226696,9,1,0,0,50,0,1,0,1,0,1,0,1,0,1,0,1
45,380922,9,1,0,0,60,0,1,1,0,0,1,1,0,0,1,0,1
51,34361,10,0,0,0,20,0,1,1,0,1,0,0,1,0,1,0,1
41,89172,10,1,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
29,327766,10,1,0,0,55,0,1,0,1,1,0,0,1,0,1,0,1
52,238959,14,1,0,0,32,1,0,0,1,1,0,0,1,0,1,0,1
32,158291,9,1,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
54,146574,9,1,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
32,116539,10,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
52,74712,9,1,0,0,40,1,0,1,0,0,1,1,0,1,0,0,1
49,296849,10,1,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
56,231781,9,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
60,212856,14,1,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
45,185385,9,1,0,0,47,0,1,1,0,0,1,1,0,0,1,0,1
63,222289,9,1,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
47,168337,9,1,0,0,48,0,1,1,0,1,0,1,0,0,1,0,1
45,155664,3,1,0,0,40,1,0,1,0,0,1,1,0,0,1,1,0
67,231604,9,1,0,0,40,1,0,0,1,1,0,0,1,0,1,0,1
40,77247,8,1,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
73,26248,4,1,0,0,30,0,1,1,0,0,1,1,0,0,1,0,1
40,107584,13,1,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
65,44807,10,1,0,0,48,1,0,1,0,1,0,1,0,0,1,0,1
51,165278,11,1,0,0,46,0,1,0,1,0,1,0,1,0,1,0,1
28,213195,12,0,0,0,40,1,0,1,0,1,0,0,1,0,1,0,1
43,183765,10,1,0,0,40,0,1,0,1,0,1,0,1,0,1,0,1
49,125421,9,0,0,0,40,0,1,1,0,0,1,0,1,0,1,0,1
62,164021,14,1,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
61,345697,9,1,3103,0,40,0,1,1,0,1,0,1,0,0,1,0,1
40,272960,12,1,0,0,42,0,1,1,0,0,1,1,0,0,1,0,1
62,55621,10,1,0,0,35,0,1,1,0,0,1,1,0,1,0,0,1
57,142080,9,0,0,0,38,0,1,1,0,1,0,0,1,1,0,0,1
32,124919,13,1,0,0,50,1,0,1,0,0,1,1,0,1,0,1,0
31,117659,7,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
45,54098,9,1,0,0,45,0,1,1,0,1,0,1,0,0,1,0,1
59,99131,14,0,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
29,195284,16,0,0,0,60,0,1,0,1,1,0,0,1,0,1,0,1
34,329288,9,1,4386,0,55,0,1,1,0,1,0,1,0,0,1,0,1
51,174102,9,1,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
35,160120,13,1,0,0,40,0,1,1,0,1,0,1,0,1,0,1,0
38,31069,11,1,4386,0,40,0,1,1,0,0,1,1,0,0,1,0,1
47,239321,13,1,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
43,179866,13,0,0,0,40,0,1,0,1,0,1,0,1,0,1,0,1
38,114835,13,0,0,0,60,1,0,1,0,0,1,0,1,0,1,0,1
53,127749,9,1,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
27,209085,11,1,0,0,44,0,1,1,0,1,0,1,0,0,1,0,1
38,207066,9,1,0,0,42,1,0,1,0,1,0,1,0,0,1,0,1
53,233165,9,1,0,0,60,0,1,1,0,1,0,1,0,0,1,0,1
35,81280,13,1,0,0,65,0,1,1,0,0,1,1,0,0,1,1,0
50,199995,13,1,0,0,40,1,0,0,1,0,1,0,1,0,1,0,1
35,212465,9,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
61,99784,14,0,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
34,199539,9,1,0,0,48,0,1,1,0,0,1,1,0,0,1,0,1
49,102359,5,1,0,2231,40,1,0,0,1,0,1,0,1,0,1,0,1
24,176566,12,0,3103,0,40,0,1,1,0,1,0,0,1,0,1,0,1
49,81973,10,1,0,0,40,0,1,1,0,0,1,1,0,1,0,0,1
48,135525,10,0,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
36,130620,13,0,0,0,35,0,1,1,0,1,0,0,1,1,0,1,0
46,155489,9,1,0,0,43,0,1,1,0,1,0,1,0,0,1,0,1
35,185325,13,1,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
29,256764,13,1,0,1564,40,0,1,0,1,0,1,0,1,0,1,0,1
39,98776,10,1,0,0,50,0,1,0,1,1,0,0,1,0,1,0,1
51,43354,10,1,0,0,42,0,1,0,1,0,1,0,1,0,1,0,1
40,266047,13,1,0,0,65,1,0,0,1,1,0,0,1,0,1,0,1
34,33731,10,1,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
46,169711,10,1,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
24,23438,11,1,0,0,30,0,1,0,1,1,0,0,1,0,1,0,1
38,205852,9,1,0,0,45,1,0,0,1,1,0,0,1,0,1,0,1
39,257942,13,1,0,0,60,0,1,1,0,0,1,1,0,0,1,0,1
29,108574,14,0,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
38,40955,13,1,0,0,40,0,1,1,0,1,0,1,0,0,1,1,0
25,259299,10,1,3103,0,50,1,0,1,0,0,1,1,0,0,1,0,1
