age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass_Non-Private,workclass_Private,marital-status_Married,marital-status_Non-Married,occupation_Managerial-Specialist,occupation_Other,relationship_Husband,relationship_Non-Husband,race_Non-White,race_White,native-country_Non-US,native-country_US
42,69019,10,0,0,40,0,1,1,0,0,1,1,0,1,0,0,1
57,61885,9,0,0,60,1,0,1,0,1,0,1,0,1,0,0,1
43,226902,9,0,0,80,0,1,1,0,0,1,1,0,0,1,0,1
66,127139,10,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
34,195891,13,0,0,50,1,0,1,0,0,1,1,0,0,1,0,1
51,174861,10,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
24,461678,10,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
34,340880,9,0,0,60,0,1,1,0,1,0,1,0,0,1,1,0
53,175029,9,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
48,440706,4,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
69,182668,9,0,0,45,0,1,1,0,1,0,1,0,0,1,0,1
32,103860,13,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
43,456236,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
61,347445,14,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
37,122493,9,0,0,55,1,0,1,0,0,1,1,0,0,1,0,1
38,98776,10,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
47,235646,14,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
61,183735,10,0,0,45,0,1,1,0,0,1,1,0,0,1,0,1
38,79619,13,0,0,42,0,1,1,0,0,1,1,0,0,1,0,1
48,188610,12,0,0,48,0,1,1,0,0,1,1,0,0,1,0,1
46,285335,10,0,0,60,1,0,1,0,0,1,1,0,0,1,0,1
25,135603,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
45,114459,9,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
46,186539,9,0,0,48,0,1,0,1,0,1,0,1,0,1,0,1
34,430554,10,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
43,293535,13,0,0,40,1,0,1,0,1,0,1,0,1,0,0,1
36,141584,10,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
29,133937,13,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
33,158438,10,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
46,192323,10,0,0,38,1,0,1,0,0,1,1,0,0,1,0,1
38,140854,9,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
44,167005,9,0,0,48,0,1,1,0,1,0,1,0,0,1,0,1
32,246038,13,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
46,190115,12,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
28,339897,13,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
38,176335,10,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
43,71738,10,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
43,60001,10,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
56,204021,9,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
59,109638,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
30,75167,10,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
38,349198,12,0,0,21,0,1,1,0,0,1,1,0,0,1,0,1
41,425049,9,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
53,141340,9,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
37,166115,6,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
53,402016,9,0,0,52,0,1,1,0,0,1,1,0,0,1,0,1
42,177307,15,0,0,65,1,0,1,0,0,1,1,0,0,1,0,1
38,285890,13,0,0,55,0,1,1,0,0,1,1,0,1,0,0,1
44,234767,14,0,0,30,1,0,1,0,1,0,1,0,0,1,0,1
35,186009,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
34,344275,14,0,0,60,0,1,0,1,1,0,0,1,0,1,0,1
32,339773,10,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
34,118710,11,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
44,320071,9,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
40,243636,13,0,0,50,1,0,1,0,0,1,1,0,0,1,0,1
35,281982,10,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
50,258819,9,0,0,40,0,1,0,1,0,1,0,1,0,1,0,1
24,83374,10,0,0,30,1,0,0,1,1,0,0,1,1,0,0,1
40,64885,14,0,0,70,1,0,1,0,0,1,1,0,0,1,0,1
32,164243,9,0,0,60,0,1,1,0,0,1,1,0,0,1,0,1
46,124356,12,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
46,41223,10,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
45,297884,13,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
56,195668,6,0,0,35,0,1,1,0,0,1,1,0,0,1,1,0
26,151724,10,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
29,243660,9,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
63,250068,8,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
40,356934,12,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
47,230136,9,0,0,60,0,1,1,0,0,1,1,0,1,0,0,1
38,73715,10,0,0,60,1,0,1,0,0,1,1,0,0,1,0,1
31,283587,9,0,0,50,1,0,1,0,1,0,1,0,0,1,0,1
49,204629,13,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
30,460408,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
25,212793,12,0,0,50,0,1,0,1,1,0,0,1,0,1,0,1
43,152958,9,0,0,35,1,0,1,0,1,0,1,0,0,1,0,1
34,243165,13,0,0,30,0,1,1,0,0,1,1,0,0,1,0,1
68,257557,9,0,0,40,0,1,1,0,1,0,1,0,1,0,0,1
37,188774,13,0,0,55,1,0,0,1,0,1,0,1,0,1,0,1
38,133935,9,0,0,41,0,1,1,0,0,1,1,0,0,1,1,0
47,192713,9,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
30,49398,13,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
56,236676,9,0,0,50,1,0,1,0,0,1,1,0,0,1,0,1
35,89508,9,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
39,98776,10,0,0,50,0,1,0,1,1,0,0,1,0,1,0,1
37,152307,10,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
58,236596,10,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
41,510072,13,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
47,169549,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
59,181940,9,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
49,268234,9,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
46,53893,10,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
40,226608,10,0,0,30,0,1,0,1,0,1,0,1,0,1,1,0
53,123011,9,0,0,40,0,1,0,1,0,1,0,1,0,1,0,1
39,243872,12,0,0,40,1,0,0,1,1,0,0,1,0,1,0,1
37,342084,10,0,0,60,1,0,1,0,1,0,1,0,0,1,0,1
57,110820,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
40,294708,9,0,0,40,0,1,1,0,0,1,1,0,1,0,0,1
28,160731,9,0,0,40,0,1,1,0,0,1,1,0,0,1,1,0
26,210714,9,0,0,52,0,1,1,0,0,1,1,0,0,1,0,1
36,220237,14,0,0,50,0,1,0,1,1,0,0,1,0,1,1,0
29,224421,11,0,0,44,0,1,1,0,0,1,1,0,0,1,0,1
66,112376,4,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
57,335605,10,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
28,201954,12,0,0,65,0,1,0,1,1,0,0,1,0,1,0,1
28,33363,9,0,0,70,1,0,1,0,0,1,1,0,0,1,0,1
34,199934,10,0,0,40,1,0,1,0,1,0,1,0,1,0,0,1
44,68729,13,0,0,40,1,0,1,0,1,0,1,0,1,0,0,1
30,339388,10,0,0,72,1,0,1,0,0,1,1,0,0,1,0,1
27,112754,13,0,1485,60,0,1,1,0,1,0,1,0,0,1,0,1
42,233366,3,3103,0,40,0,1,1,0,0,1,1,0,1,0,1,0
38,37931,9,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
37,198841,11,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
36,129150,9,0,0,50,1,0,1,0,0,1,1,0,0,1,0,1
35,302149,10,0,0,40,0,1,1,0,0,1,1,0,1,0,1,0
68,119056,9,0,0,24,1,0,0,1,0,1,0,1,0,1,0,1
30,415266,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
38,187711,10,0,0,43,0,1,1,0,0,1,1,0,0,1,0,1
28,208725,15,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
34,353881,11,3103,0,60,1,0,1,0,0,1,1,0,0,1,0,1
50,199995,13,0,0,40,1,0,0,1,0,1,0,1,0,1,0,1
68,255276,10,0,0,48,0,1,1,0,1,0,1,0,0,1,0,1
40,235786,10,0,0,44,0,1,1,0,0,1,1,0,0,1,0,1
41,806552,10,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
44,173888,4,0,0,80,0,1,1,0,0,1,1,0,0,1,0,1
50,109277,9,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
43,149102,13,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
55,300670,13,0,0,40,1,0,0,1,1,0,0,1,1,0,0,1
57,170066,9,0,0,25,1,0,1,0,0,1,1,0,0,1,0,1
53,85423,10,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
38,455379,8,0,0,56,1,0,1,0,0,1,1,0,0,1,0,1
53,118058,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
45,81132,10,0,0,55,0,1,1,0,0,1,1,0,1,0,0,1
50,135339,8,0,0,40,0,1,1,0,0,1,1,0,1,0,1,0
33,231043,9,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
39,433592,9,0,0,45,0,1,1,0,0,1,1,0,1,0,0,1
59,197148,9,0,0,24,0,1,1,0,0,1,1,0,0,1,0,1
32,83413,13,0,0,35,1,0,1,0,1,0,1,0,0,1,0,1
37,30267,7,0,0,60,0,1,0,1,0,1,0,1,0,1,0,1
41,79797,9,0,0,40,0,1,0,1,1,0,0,1,1,0,1,0
30,196385,10,0,0,45,0,1,1,0,0,1,1,0,0,1,0,1
52,203953,9,0,0,40,1,0,1,0,0,1,1,0,0,1,1,0
36,185099,9,0,0,70,0,1,1,0,0,1,1,0,0,1,0,1
30,197886,10,0,0,45,0,1,0,1,0,1,0,1,0,1,0,1
45,277434,12,0,0,40,0,1,0,1,0,1,0,1,0,1,0,1
33,177675,13,0,0,50,0,1,1,0,1,0,1,0,0,1,1,0
61,173866,6,0,0,45,0,1,1,0,1,0,1,0,0,1,0,1
58,196502,10,0,0,60,0,1,1,0,0,1,1,0,0,1,0,1
47,188081,9,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
52,203635,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
47,189680,4,0,0,40,0,1,1,0,0,1,1,0,0,1,1,0
32,59083,9,0,0,60,1,0,1,0,1,0,1,0,0,1,0,1
56,68658,10,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
28,223751,10,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
28,190911,10,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
44,361280,10,0,0,80,1,0,1,0,0,1,1,0,1,0,1,0
54,285854,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
35,165007,11,4386,0,42,0,1,1,0,0,1,1,0,0,1,0,1
41,208470,9,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
60,80927,4,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
60,163665,10,0,0,16,0,1,1,0,0,1,1,0,0,1,0,1
36,157184,9,0,0,40,0,1,1,0,0,1,1,0,1,0,0,1
46,28074,10,0,0,89,0,1,1,0,0,1,1,0,0,1,0,1
31,363130,10,0,0,40,0,1,1,0,1,0,1,0,1,0,0,1
49,349986,13,0,0,60,1,0,1,0,1,0,1,0,0,1,0,1
41,231689,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
51,71046,13,0,0,60,1,0,1,0,0,1,1,0,0,1,0,1
48,193047,14,0,0,60,0,1,1,0,1,0,1,0,0,1,0,1
53,228723,9,0,0,40,1,0,0,1,0,1,0,1,1,0,0,1
51,156802,9,3103,0,60,1,0,1,0,0,1,1,0,0,1,0,1
32,261319,10,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
30,112115,9,0,0,60,0,1,1,0,1,0,1,0,0,1,1,0
49,291783,13,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
53,177727,9,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
44,46221,16,0,0,45,1,0,0,1,1,0,0,1,0,1,0,1
30,164190,9,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
31,154227,9,0,0,43,0,1,1,0,0,1,1,0,0,1,0,1
57,437281,10,0,0,38,1,0,1,0,0,1,1,0,0,1,0,1
44,89172,13,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
36,188069,10,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
39,106838,10,4386,0,45,0,1,1,0,0,1,1,0,0,1,0,1
50,237819,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
45,123681,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
48,205424,13,0,0,40,0,1,0,1,0,1,0,1,0,1,0,1
34,108837,10,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
47,573583,9,0,0,48,0,1,1,0,0,1,1,0,0,1,1,0
45,241350,9,0,0,48,0,1,1,0,0,1,1,0,0,1,0,1
38,143909,12,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
39,199816,9,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
42,96524,9,0,0,60,1,0,1,0,1,0,1,0,0,1,0,1
38,245090,13,0,0,50,1,0,1,0,0,1,1,0,0,1,0,1
47,303637,13,0,0,60,1,0,1,0,1,0,1,0,0,1,0,1
39,29874,10,0,0,60,1,0,0,1,0,1,0,1,0,1,0,1
50,193720,9,0,0,70,1,0,1,0,1,0,1,0,0,1,1,0
28,394927,10,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
48,38240,9,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
47,180446,10,0,0,40,1,0,1,0,0,1,1,0,1,0,0,1
35,413930,9,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
58,368797,14,0,0,35,1,0,0,1,1,0,0,1,0,1,0,1
25,72887,7,0,0,40,0,1,1,0,0,1,1,0,1,0,1,0
57,73309,9,0,0,55,1,0,0,1,0,1,0,1,0,1,0,1
70,225780,10,0,0,20,1,0,1,0,1,0,1,0,0,1,0,1
39,343646,13,0,0,40,1,0,0,1,0,1,0,1,0,1,1,0
32,226296,14,0,0,50,1,0,1,0,1,0,1,0,0,1,0,1
79,62176,16,0,0,6,1,0,0,1,1,0,0,1,0,1,0,1
60,151369,14,0,0,60,0,1,1,0,1,0,1,0,0,1,0,1
31,103651,9,0,0,45,1,0,1,0,1,0,1,0,0,1,0,1
73,145570,4,0,0,35,0,1,1,0,0,1,1,0,0,1,0,1
43,198965,10,0,0,38,0,1,1,0,0,1,1,0,0,1,0,1
58,120384,9,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
53,361405,9,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
39,211440,13,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
48,240231,13,0,0,40,0,1,1,0,1,0,1,0,1,0,1,0
47,251588,13,0,0,40,1,0,1,0,1,0,1,0,1,0,0,1
26,271836,9,0,0,50,1,0,1,0,0,1,1,0,1,0,0,1
46,181970,10,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
42,39539,9,0,0,99,1,0,1,0,0,1,1,0,0,1,0,1
32,153353,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
28,190060,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
28,134890,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
38,283122,9,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
36,298635,13,0,0,40,0,1,1,0,0,1,1,0,1,0,1,0
44,95150,10,0,0,50,1,0,1,0,1,0,1,0,0,1,0,1
33,196266,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
34,213226,13,0,0,65,0,1,0,1,0,1,0,1,0,1,0,1
64,244903,7,0,0,40,1,0,1,0,0,1,1,0,1,0,0,1
53,270655,8,0,0,45,0,1,1,0,0,1,1,0,0,1,0,1
37,132879,9,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
45,285858,13,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
56,70720,8,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
44,29591,13,0,2258,40,1,0,0,1,0,1,0,1,0,1,0,1
24,360077,7,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
56,186556,10,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
30,206051,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
48,36503,10,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
46,125892,10,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
25,307643,12,3103,0,45,0,1,1,0,0,1,1,0,0,1,0,1
48,209057,13,0,0,50,1,0,0,1,0,1,0,1,0,1,0,1
41,224799,14,0,0,55,1,0,1,0,1,0,1,0,0,1,0,1
47,350759,9,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
27,278720,9,0,0,45,0,1,1,0,0,1,1,0,0,1,0,1
44,456236,10,0,0,45,1,0,0,1,0,1,0,1,0,1,0,1
41,220821,14,0,0,70,1,0,1,0,1,0,1,0,0,1,0,1
31,49469,14,0,0,55,0,1,0,1,1,0,0,1,0,1,0,1
55,141326,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
50,279461,10,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
37,342480,13,0,0,40,0,1,1,0,1,0,1,0,1,0,0,1
39,82521,13,0,0,45,0,1,1,0,0,1,1,0,0,1,0,1
32,108256,8,0,0,60,0,1,1,0,0,1,1,0,0,1,0,1
34,31391,9,0,0,53,1,0,1,0,0,1,1,0,0,1,0,1
30,95299,9,0,0,40,0,1,1,0,1,0,1,0,1,0,1,0
61,392694,10,0,0,50,1,0,0,1,1,0,0,1,0,1,0,1
30,154568,13,0,0,36,0,1,1,0,0,1,1,0,1,0,1,0
35,340110,10,0,0,50,1,0,1,0,0,1,1,0,0,1,0,1
57,22975,14,0,0,40,1,0,1,0,1,0,1,0,1,0,0,1
37,161141,11,0,0,40,0,1,1,0,0,1,1,0,0,1,1,0
36,167482,10,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
61,183355,9,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
40,153372,10,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
28,38918,10,0,0,50,0,1,1,0,0,1,1,0,0,1,1,0
59,165695,12,0,0,32,0,1,1,0,0,1,1,0,0,1,0,1
51,153870,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
36,177154,11,0,0,40,0,1,0,1,0,1,0,1,0,1,0,1
43,174524,9,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
40,126701,13,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
32,252646,11,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
29,200928,9,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
49,67365,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
46,268022,13,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
44,120277,11,0,0,45,1,0,1,0,0,1,1,0,0,1,0,1
52,138944,7,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
46,353512,9,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
44,165492,10,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
42,111483,13,0,0,60,0,1,1,0,0,1,1,0,0,1,0,1
34,190228,10,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
37,211494,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
54,81859,9,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
28,336543,12,0,0,40,1,0,1,0,0,1,1,0,1,0,1,0
27,230885,13,0,0,45,1,0,1,0,0,1,1,0,0,1,0,1
34,344073,9,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
45,153682,10,0,0,40,0,1,1,0,1,0,1,0,1,0,0,1
44,98989,13,0,0,38,1,0,1,0,1,0,1,0,1,0,0,1
39,101192,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
48,33109,13,0,0,58,1,0,0,1,1,0,0,1,0,1,0,1
43,159549,10,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
34,209449,10,0,0,40,0,1,1,0,0,1,1,0,1,0,0,1
34,213722,9,0,0,57,1,0,1,0,0,1,1,0,0,1,0,1
35,200352,13,0,0,45,1,0,1,0,0,1,1,0,0,1,0,1
49,362679,11,0,0,9,1,0,1,0,1,0,1,0,0,1,0,1
44,178417,9,0,0,40,1,0,1,0,0,1,0,1,0,1,0,1
50,159650,10,0,0,60,0,1,1,0,0,1,1,0,0,1,0,1
42,266135,10,0,0,52,1,0,1,0,0,1,1,0,0,1,0,1
30,36383,13,0,0,40,0,1,1,0,0,1,1,0,0,1,1,0
47,262244,13,0,0,60,0,1,0,1,0,1,0,1,1,0,0,1
52,89041,13,0,0,30,0,1,0,1,1,0,0,1,0,1,0,1
39,284166,9,0,1564,50,0,1,0,1,0,1,0,1,0,1,0,1
33,232475,9,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
29,169815,12,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
53,266529,11,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
43,145711,10,0,0,72,0,1,1,0,0,1,1,0,0,1,0,1
35,122353,9,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
33,232650,13,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
49,165152,9,0,0,48,0,1,1,0,0,1,1,0,0,1,0,1
37,110713,9,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
25,159662,9,0,0,26,0,1,1,0,0,1,0,1,0,1,0,1
68,69249,9,0,0,10,1,0,1,0,0,1,1,0,0,1,0,1
40,173651,10,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
36,251091,10,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
34,108247,10,0,0,45,1,0,1,0,1,0,1,0,0,1,0,1
50,183390,13,0,0,40,1,0,0,1,1,0,0,1,0,1,0,1
35,289430,14,0,0,45,1,0,1,0,0,1,1,0,0,1,1,0
42,184105,11,0,0,45,1,0,1,0,0,1,1,0,0,1,0,1
30,202450,9,0,0,65,0,1,1,0,0,1,1,0,0,1,0,1
53,263925,13,0,0,40,1,0,1,0,0,1,1,0,0,1,1,0
36,153066,10,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
32,101709,13,0,0,40,0,1,1,0,1,0,1,0,1,0,0,1
38,205852,9,0,0,45,1,0,0,1,1,0,0,1,0,1,0,1
37,186434,9,0,0,40,0,1,1,0,0,1,1,0,1,0,0,1
26,72594,10,0,0,55,1,0,1,0,0,1,1,0,0,1,0,1
32,155232,13,0,0,60,0,1,0,1,0,1,0,1,1,0,0,1
32,147284,11,0,0,50,0,1,1,0,0,1,1,0,0,1,0,1
